type;fixed_acidity;volatile_acidity;citric_acid;residual_sugar;chlorides;free_sulfur_dioxide;total_sulfur_dioxide;density;pH;sulphates;alcohol
red;9.1000000000;0.2500000000;0.3400000000;2.0000000000;0.0710000000;45.0000000000;67.0000000000;0.9976900000;3.4400000000;0.8600000000;10.2000000000
red;8.2000000000;0.3100000000;0.4000000000;2.2000000000;0.0580000000;6.0000000000;10.0000000000;0.9953600000;3.3100000000;0.6800000000;11.2000000000
red;6.4000000000;0.3700000000;0.2500000000;1.9000000000;0.0740000000;21.0000000000;49.0000000000;0.9974000000;3.5700000000;0.6200000000;9.8000000000
red;8.4000000000;0.6000000000;0.1000000000;2.2000000000;0.0850000000;14.0000000000;111.0000000000;0.9964000000;3.1500000000;0.6600000000;9.8000000000
red;7.0000000000;0.6850000000;0.0000000000;1.9000000000;0.0670000000;40.0000000000;63.0000000000;0.9979000000;3.6000000000;0.8100000000;9.9000000000
red;7.5000000000;0.3800000000;0.5700000000;2.3000000000;0.1060000000;5.0000000000;12.0000000000;0.9960500000;3.3600000000;0.5500000000;11.4000000000
red;7.6000000000;0.4100000000;0.4900000000;2.0000000000;0.0880000000;16.0000000000;43.0000000000;0.9980000000;3.4800000000;0.6400000000;9.1000000000
red;6.1000000000;0.5300000000;0.0800000000;1.9000000000;0.0770000000;24.0000000000;45.0000000000;0.9952800000;3.6000000000;0.6800000000;10.3000000000
red;10.3000000000;0.2700000000;0.2400000000;2.1000000000;0.0720000000;15.0000000000;33.0000000000;0.9956000000;3.2200000000;0.6600000000;12.8000000000
red;7.4000000000;0.6000000000;0.2600000000;7.3000000000;0.0700000000;36.0000000000;121.0000000000;0.9982000000;3.3700000000;0.4900000000;9.4000000000
red;10.8000000000;0.4500000000;0.3300000000;2.5000000000;0.0990000000;20.0000000000;38.0000000000;0.9981800000;3.2400000000;0.7100000000;10.8000000000
red;12.0000000000;0.3800000000;0.5600000000;2.1000000000;0.0930000000;6.0000000000;24.0000000000;0.9992500000;3.1400000000;0.7100000000;10.9000000000
red;8.2000000000;0.3300000000;0.3900000000;2.5000000000;0.0740000000;29.0000000000;48.0000000000;0.9952800000;3.3200000000;0.8800000000;12.4000000000
red;7.9000000000;0.6600000000;0.0000000000;1.4000000000;0.0960000000;6.0000000000;13.0000000000;0.9956900000;3.4300000000;0.5800000000;9.5000000000
red;10.9000000000;0.2100000000;0.4900000000;2.8000000000;0.0880000000;11.0000000000;32.0000000000;0.9972000000;3.2200000000;0.6800000000;11.7000000000
red;7.3000000000;0.5500000000;0.0300000000;1.6000000000;0.0720000000;17.0000000000;42.0000000000;0.9956000000;3.3700000000;0.4800000000;9.0000000000
red;9.1000000000;0.2800000000;0.4600000000;9.0000000000;0.1140000000;3.0000000000;9.0000000000;0.9990100000;3.1800000000;0.6000000000;10.9000000000
red;6.6000000000;0.5600000000;0.1400000000;2.4000000000;0.0640000000;13.0000000000;29.0000000000;0.9939700000;3.4200000000;0.6200000000;11.7000000000
red;11.7000000000;0.4900000000;0.4900000000;2.2000000000;0.0830000000;5.0000000000;15.0000000000;1.0000000000;3.1900000000;0.4300000000;9.2000000000
red;7.5000000000;0.4300000000;0.3000000000;2.2000000000;0.0620000000;6.0000000000;12.0000000000;0.9949500000;3.4400000000;0.7200000000;11.5000000000
red;6.8000000000;0.9100000000;0.0600000000;2.0000000000;0.0600000000;4.0000000000;11.0000000000;0.9959200000;3.5300000000;0.6400000000;10.9000000000
red;11.9000000000;0.3700000000;0.6900000000;2.3000000000;0.0780000000;12.0000000000;24.0000000000;0.9958000000;3.0000000000;0.6500000000;12.8000000000
red;7.6000000000;0.6300000000;0.0300000000;2.0000000000;0.0800000000;27.0000000000;43.0000000000;0.9957800000;3.4400000000;0.6400000000;10.9000000000
red;11.4000000000;0.3600000000;0.6900000000;2.1000000000;0.0900000000;6.0000000000;21.0000000000;1.0000000000;3.1700000000;0.6200000000;9.2000000000
red;9.7000000000;0.3100000000;0.4700000000;1.6000000000;0.0620000000;13.0000000000;33.0000000000;0.9983000000;3.2700000000;0.6600000000;10.0000000000
red;7.7000000000;0.2300000000;0.3700000000;1.8000000000;0.0460000000;23.0000000000;60.0000000000;0.9971000000;3.4100000000;0.7100000000;12.1000000000
red;7.3000000000;0.6700000000;0.0200000000;2.2000000000;0.0720000000;31.0000000000;92.0000000000;0.9956600000;3.3200000000;0.6800000000;11.1000000000
red;6.2000000000;0.5100000000;0.1400000000;1.9000000000;0.0560000000;15.0000000000;34.0000000000;0.9939600000;3.4800000000;0.5700000000;11.5000000000
red;8.4000000000;0.3400000000;0.4200000000;2.1000000000;0.0720000000;23.0000000000;36.0000000000;0.9939200000;3.1100000000;0.7800000000;12.4000000000
red;8.8000000000;0.5200000000;0.3400000000;2.7000000000;0.0870000000;24.0000000000;122.0000000000;0.9982000000;3.2600000000;0.6100000000;9.5000000000
red;10.4000000000;0.3800000000;0.4600000000;2.1000000000;0.1040000000;6.0000000000;10.0000000000;0.9966400000;3.1200000000;0.6500000000;11.8000000000
red;7.5000000000;0.6400000000;0.0000000000;2.4000000000;0.0770000000;18.0000000000;29.0000000000;0.9965000000;3.3200000000;0.6000000000;10.0000000000
red;8.4000000000;0.7450000000;0.1100000000;1.9000000000;0.0900000000;16.0000000000;63.0000000000;0.9965000000;3.1900000000;0.8200000000;9.6000000000
red;7.3000000000;0.5200000000;0.3200000000;2.1000000000;0.0700000000;51.0000000000;70.0000000000;0.9941800000;3.3400000000;0.8200000000;12.9000000000
red;7.3000000000;0.7350000000;0.0000000000;2.2000000000;0.0800000000;18.0000000000;28.0000000000;0.9976500000;3.4100000000;0.6000000000;9.4000000000
red;12.4000000000;0.3500000000;0.4900000000;2.6000000000;0.0790000000;27.0000000000;69.0000000000;0.9994000000;3.1200000000;0.7500000000;10.4000000000
red;8.8000000000;0.6100000000;0.3000000000;2.8000000000;0.0880000000;17.0000000000;46.0000000000;0.9976000000;3.2600000000;0.5100000000;9.3000000000
red;8.4000000000;0.2500000000;0.3900000000;2.0000000000;0.0410000000;4.0000000000;10.0000000000;0.9938600000;3.2700000000;0.7100000000;12.5000000000
red;7.8000000000;0.3900000000;0.4200000000;2.0000000000;0.0860000000;9.0000000000;21.0000000000;0.9952600000;3.3900000000;0.6600000000;11.6000000000
red;7.0000000000;0.5700000000;0.0000000000;2.0000000000;0.1900000000;12.0000000000;45.0000000000;0.9967600000;3.3100000000;0.6000000000;9.4000000000
red;7.7000000000;0.5600000000;0.0800000000;2.5000000000;0.1140000000;14.0000000000;46.0000000000;0.9971000000;3.2400000000;0.6600000000;9.6000000000
red;7.9000000000;0.3400000000;0.3600000000;1.9000000000;0.0650000000;5.0000000000;10.0000000000;0.9941900000;3.2700000000;0.5400000000;11.2000000000
red;7.9000000000;0.3300000000;0.2300000000;1.7000000000;0.0770000000;18.0000000000;45.0000000000;0.9962500000;3.2900000000;0.6500000000;9.3000000000
red;7.7000000000;0.9600000000;0.2000000000;2.0000000000;0.0470000000;15.0000000000;60.0000000000;0.9955000000;3.3600000000;0.4400000000;10.9000000000
red;8.6000000000;0.3150000000;0.4000000000;2.2000000000;0.0790000000;3.0000000000;6.0000000000;0.9951200000;3.2700000000;0.6700000000;11.9000000000
red;8.7000000000;0.8400000000;0.0000000000;1.4000000000;0.0650000000;24.0000000000;33.0000000000;0.9954000000;3.2700000000;0.5500000000;9.7000000000
red;8.8000000000;0.6850000000;0.2600000000;1.6000000000;0.0880000000;16.0000000000;23.0000000000;0.9969400000;3.3200000000;0.4700000000;9.4000000000
red;8.7000000000;0.6750000000;0.1000000000;1.6000000000;0.0900000000;4.0000000000;11.0000000000;0.9974500000;3.3100000000;0.6500000000;9.5500000000
red;8.2000000000;0.4000000000;0.4400000000;2.8000000000;0.0890000000;11.0000000000;43.0000000000;0.9975000000;3.5300000000;0.6100000000;10.5000000000
red;7.2000000000;0.5400000000;0.2700000000;2.6000000000;0.0840000000;12.0000000000;78.0000000000;0.9964000000;3.3900000000;0.7100000000;11.0000000000
red;10.1000000000;0.4300000000;0.4000000000;2.6000000000;0.0920000000;13.0000000000;52.0000000000;0.9983400000;3.2200000000;0.6400000000;10.0000000000
red;7.9000000000;1.0400000000;0.0500000000;2.2000000000;0.0840000000;13.0000000000;29.0000000000;0.9959000000;3.2200000000;0.5500000000;9.9000000000
red;8.9000000000;0.4800000000;0.5300000000;4.0000000000;0.1010000000;3.0000000000;10.0000000000;0.9958600000;3.2100000000;0.5900000000;12.1000000000
red;7.1000000000;0.6800000000;0.0000000000;2.3000000000;0.0870000000;17.0000000000;26.0000000000;0.9978300000;3.4500000000;0.5300000000;9.5000000000
red;7.4000000000;0.9650000000;0.0000000000;2.2000000000;0.0880000000;16.0000000000;32.0000000000;0.9975600000;3.5800000000;0.6700000000;10.2000000000
red;10.5000000000;0.5100000000;0.6400000000;2.4000000000;0.1070000000;6.0000000000;15.0000000000;0.9973000000;3.0900000000;0.6600000000;11.8000000000
red;10.0000000000;0.7300000000;0.4300000000;2.3000000000;0.0590000000;15.0000000000;31.0000000000;0.9966000000;3.1500000000;0.5700000000;11.0000000000
red;8.4000000000;0.5200000000;0.2200000000;2.7000000000;0.0840000000;4.0000000000;18.0000000000;0.9968200000;3.2600000000;0.5700000000;9.9000000000
red;7.2000000000;0.3900000000;0.3200000000;1.8000000000;0.0650000000;34.0000000000;60.0000000000;0.9971400000;3.4600000000;0.7800000000;9.9000000000
red;6.9000000000;0.6850000000;0.0000000000;2.5000000000;0.1050000000;22.0000000000;37.0000000000;0.9966000000;3.4600000000;0.5700000000;10.6000000000
red;7.5000000000;0.5200000000;0.1600000000;1.9000000000;0.0850000000;12.0000000000;35.0000000000;0.9968000000;3.3800000000;0.6200000000;9.5000000000
red;7.8000000000;0.6400000000;0.0000000000;1.9000000000;0.0720000000;27.0000000000;55.0000000000;0.9962000000;3.3100000000;0.6300000000;11.0000000000
red;10.7000000000;0.4300000000;0.3900000000;2.2000000000;0.1060000000;8.0000000000;32.0000000000;0.9986000000;2.8900000000;0.5000000000;9.6000000000
red;7.1000000000;0.5900000000;0.0200000000;2.3000000000;0.0820000000;24.0000000000;94.0000000000;0.9974400000;3.5500000000;0.5300000000;9.7000000000
red;6.9000000000;0.5800000000;0.0100000000;1.9000000000;0.0800000000;40.0000000000;54.0000000000;0.9968300000;3.4000000000;0.7300000000;9.7000000000
red;15.6000000000;0.6850000000;0.7600000000;3.7000000000;0.1000000000;6.0000000000;43.0000000000;1.0032000000;2.9500000000;0.6800000000;11.2000000000
red;8.2000000000;1.3300000000;0.0000000000;1.7000000000;0.0810000000;3.0000000000;12.0000000000;0.9964000000;3.5300000000;0.4900000000;10.9000000000
red;7.0000000000;0.6000000000;0.1200000000;2.2000000000;0.0830000000;13.0000000000;28.0000000000;0.9966000000;3.5200000000;0.6200000000;10.2000000000
red;7.0000000000;0.4300000000;0.3000000000;2.0000000000;0.0850000000;6.0000000000;39.0000000000;0.9934600000;3.3300000000;0.4600000000;11.9000000000
red;10.2000000000;0.2900000000;0.6500000000;2.4000000000;0.0750000000;6.0000000000;17.0000000000;0.9956500000;3.2200000000;0.6300000000;11.8000000000
red;6.9000000000;0.5700000000;0.0000000000;2.8000000000;0.0810000000;21.0000000000;41.0000000000;0.9951800000;3.4100000000;0.5200000000;10.8000000000
red;8.8000000000;0.3300000000;0.4100000000;5.9000000000;0.0730000000;7.0000000000;13.0000000000;0.9965800000;3.3000000000;0.6200000000;12.1000000000
red;15.5000000000;0.6450000000;0.4900000000;4.2000000000;0.0950000000;10.0000000000;23.0000000000;1.0031500000;2.9200000000;0.7400000000;11.1000000000
red;6.8000000000;0.6700000000;0.0000000000;1.9000000000;0.0800000000;22.0000000000;39.0000000000;0.9970100000;3.4000000000;0.7400000000;9.7000000000
red;6.7000000000;1.0400000000;0.0800000000;2.3000000000;0.0670000000;19.0000000000;32.0000000000;0.9964800000;3.5200000000;0.5700000000;11.0000000000
red;9.0000000000;0.3900000000;0.4000000000;1.3000000000;0.0440000000;25.0000000000;50.0000000000;0.9947800000;3.2000000000;0.8300000000;10.9000000000
red;9.9000000000;0.3500000000;0.3800000000;1.5000000000;0.0580000000;31.0000000000;47.0000000000;0.9967600000;3.2600000000;0.8200000000;10.6000000000
red;8.8000000000;0.7000000000;0.0000000000;1.7000000000;0.0690000000;8.0000000000;19.0000000000;0.9970100000;3.3100000000;0.5300000000;10.0000000000
red;8.3000000000;0.8450000000;0.0100000000;2.2000000000;0.0700000000;5.0000000000;14.0000000000;0.9967000000;3.3200000000;0.5800000000;11.0000000000
red;8.1000000000;0.7800000000;0.2300000000;2.6000000000;0.0590000000;5.0000000000;15.0000000000;0.9970000000;3.3700000000;0.5600000000;11.3000000000
red;7.8000000000;0.6200000000;0.0500000000;2.3000000000;0.0790000000;6.0000000000;18.0000000000;0.9973500000;3.2900000000;0.6300000000;9.3000000000
red;12.8000000000;0.8400000000;0.6300000000;2.4000000000;0.0880000000;13.0000000000;35.0000000000;0.9997000000;3.1000000000;0.6000000000;10.4000000000
red;6.8000000000;0.8150000000;0.0000000000;1.2000000000;0.2670000000;16.0000000000;29.0000000000;0.9947100000;3.3200000000;0.5100000000;9.8000000000
red;8.0000000000;0.5900000000;0.0500000000;2.0000000000;0.0890000000;12.0000000000;32.0000000000;0.9973500000;3.3600000000;0.6100000000;10.0000000000
red;8.0000000000;0.7250000000;0.2400000000;2.8000000000;0.0830000000;10.0000000000;62.0000000000;0.9968500000;3.3500000000;0.5600000000;10.0000000000
red;8.5000000000;0.3700000000;0.2000000000;2.8000000000;0.0900000000;18.0000000000;58.0000000000;0.9980000000;3.3400000000;0.7000000000;9.6000000000
red;7.8000000000;0.5000000000;0.0900000000;2.2000000000;0.1150000000;10.0000000000;42.0000000000;0.9971000000;3.1800000000;0.6200000000;9.5000000000
red;7.9000000000;0.5400000000;0.3400000000;2.5000000000;0.0760000000;8.0000000000;17.0000000000;0.9923500000;3.2000000000;0.7200000000;13.1000000000
red;6.8000000000;0.5700000000;0.0000000000;2.5000000000;0.0720000000;32.0000000000;64.0000000000;0.9949100000;3.4300000000;0.5600000000;11.2000000000
red;7.2000000000;0.7300000000;0.0200000000;2.5000000000;0.0760000000;16.0000000000;42.0000000000;0.9972000000;3.4400000000;0.5200000000;9.3000000000
red;7.2000000000;0.2500000000;0.3700000000;2.5000000000;0.0630000000;11.0000000000;41.0000000000;0.9943900000;3.5200000000;0.8000000000;12.4000000000
red;7.9000000000;0.5100000000;0.2500000000;2.9000000000;0.0770000000;21.0000000000;45.0000000000;0.9974000000;3.4900000000;0.9600000000;12.1000000000
red;7.8000000000;0.5500000000;0.0000000000;1.7000000000;0.0700000000;7.0000000000;17.0000000000;0.9965900000;3.2600000000;0.6400000000;9.4000000000
red;10.1000000000;0.9350000000;0.2200000000;3.4000000000;0.1050000000;11.0000000000;86.0000000000;1.0010000000;3.4300000000;0.6400000000;11.3000000000
red;11.6000000000;0.5300000000;0.6600000000;3.6500000000;0.1210000000;6.0000000000;14.0000000000;0.9978000000;3.0500000000;0.7400000000;11.5000000000
red;7.1000000000;0.5600000000;0.1400000000;1.6000000000;0.0780000000;7.0000000000;18.0000000000;0.9959200000;3.2700000000;0.6200000000;9.3000000000
red;6.9000000000;0.5600000000;0.0300000000;1.5000000000;0.0860000000;36.0000000000;46.0000000000;0.9952200000;3.5300000000;0.5700000000;10.6000000000
red;9.9000000000;0.5000000000;0.2400000000;2.3000000000;0.1030000000;6.0000000000;14.0000000000;0.9978000000;3.3400000000;0.5200000000;10.0000000000
red;8.3000000000;0.6750000000;0.2600000000;2.1000000000;0.0840000000;11.0000000000;43.0000000000;0.9976000000;3.3100000000;0.5300000000;9.2000000000
red;9.1000000000;0.6600000000;0.1500000000;3.2000000000;0.0970000000;9.0000000000;59.0000000000;0.9997600000;3.2800000000;0.5400000000;9.6000000000
red;9.0000000000;0.8200000000;0.0500000000;2.4000000000;0.0810000000;26.0000000000;96.0000000000;0.9981400000;3.3600000000;0.5300000000;10.0000000000
red;10.0000000000;0.4100000000;0.4500000000;6.2000000000;0.0710000000;6.0000000000;14.0000000000;0.9970200000;3.2100000000;0.4900000000;11.8000000000
red;8.9000000000;0.8750000000;0.1300000000;3.4500000000;0.0880000000;4.0000000000;14.0000000000;0.9994000000;3.4400000000;0.5200000000;11.5000000000
red;7.8000000000;0.4400000000;0.2800000000;2.7000000000;0.1000000000;18.0000000000;95.0000000000;0.9966000000;3.2200000000;0.6700000000;9.4000000000
red;7.0000000000;0.6900000000;0.0800000000;1.8000000000;0.0970000000;22.0000000000;89.0000000000;0.9959000000;3.3400000000;0.5400000000;9.2000000000
red;10.0000000000;0.4800000000;0.2400000000;2.7000000000;0.1020000000;13.0000000000;32.0000000000;1.0000000000;3.2800000000;0.5600000000;10.0000000000
red;8.4000000000;1.0350000000;0.1500000000;6.0000000000;0.0730000000;11.0000000000;54.0000000000;0.9990000000;3.3700000000;0.4900000000;9.9000000000
red;6.9000000000;0.6350000000;0.1700000000;2.4000000000;0.2410000000;6.0000000000;18.0000000000;0.9961000000;3.4000000000;0.5900000000;10.3000000000
red;9.4000000000;0.4100000000;0.4800000000;4.6000000000;0.0720000000;10.0000000000;20.0000000000;0.9973000000;3.3400000000;0.7900000000;12.2000000000
red;7.8000000000;0.6450000000;0.0000000000;5.5000000000;0.0860000000;5.0000000000;18.0000000000;0.9986000000;3.4000000000;0.5500000000;9.6000000000
red;7.2000000000;0.3500000000;0.2600000000;1.8000000000;0.0830000000;33.0000000000;75.0000000000;0.9968000000;3.4000000000;0.5800000000;9.5000000000
red;8.3000000000;0.7150000000;0.1500000000;1.8000000000;0.0890000000;10.0000000000;52.0000000000;0.9968000000;3.2300000000;0.7700000000;9.5000000000
red;7.4000000000;0.6100000000;0.0100000000;2.0000000000;0.0740000000;13.0000000000;38.0000000000;0.9974800000;3.4800000000;0.6500000000;9.8000000000
red;7.2000000000;0.6500000000;0.0200000000;2.3000000000;0.0940000000;5.0000000000;31.0000000000;0.9993000000;3.6700000000;0.8000000000;9.7000000000
red;8.8000000000;0.4600000000;0.4500000000;2.6000000000;0.0650000000;7.0000000000;18.0000000000;0.9947000000;3.3200000000;0.7900000000;14.0000000000
red;9.6000000000;0.5600000000;0.3100000000;2.8000000000;0.0890000000;15.0000000000;46.0000000000;0.9979000000;3.1100000000;0.9200000000;10.0000000000
red;9.0000000000;0.3800000000;0.4100000000;2.4000000000;0.1030000000;6.0000000000;10.0000000000;0.9960400000;3.1300000000;0.5800000000;11.9000000000
red;6.9000000000;0.5500000000;0.1500000000;2.2000000000;0.0760000000;19.0000000000;40.0000000000;0.9961000000;3.4100000000;0.5900000000;10.1000000000
red;8.5000000000;0.4700000000;0.2700000000;1.9000000000;0.0580000000;18.0000000000;38.0000000000;0.9951800000;3.1600000000;0.8500000000;11.1000000000
red;9.3000000000;0.3300000000;0.4500000000;1.5000000000;0.0570000000;19.0000000000;37.0000000000;0.9949800000;3.1800000000;0.8900000000;11.1000000000
red;9.6000000000;0.5400000000;0.4200000000;2.4000000000;0.0810000000;25.0000000000;52.0000000000;0.9970000000;3.2000000000;0.7100000000;11.4000000000
red;7.5000000000;0.5700000000;0.0800000000;2.6000000000;0.0890000000;14.0000000000;27.0000000000;0.9959200000;3.3000000000;0.5900000000;10.4000000000
red;7.1000000000;0.7500000000;0.0100000000;2.2000000000;0.0590000000;11.0000000000;18.0000000000;0.9924200000;3.3900000000;0.4000000000;12.8000000000
red;7.5000000000;1.1150000000;0.1000000000;3.1000000000;0.0860000000;5.0000000000;12.0000000000;0.9958000000;3.5400000000;0.6000000000;11.2000000000
red;9.1000000000;0.2200000000;0.2400000000;2.1000000000;0.0780000000;1.0000000000;28.0000000000;0.9990000000;3.4100000000;0.8700000000;10.3000000000
red;6.9000000000;0.4900000000;0.1000000000;2.3000000000;0.0740000000;12.0000000000;30.0000000000;0.9959000000;3.4200000000;0.5800000000;10.2000000000
red;5.6000000000;0.8500000000;0.0500000000;1.4000000000;0.0450000000;12.0000000000;88.0000000000;0.9924000000;3.5600000000;0.8200000000;12.9000000000
red;6.9000000000;0.3900000000;0.2400000000;2.1000000000;0.1020000000;4.0000000000;7.0000000000;0.9946200000;3.4400000000;0.5800000000;11.4000000000
red;10.8000000000;0.2900000000;0.4200000000;1.6000000000;0.0840000000;19.0000000000;27.0000000000;0.9954500000;3.2800000000;0.7300000000;11.9000000000
red;6.6000000000;0.3900000000;0.4900000000;1.7000000000;0.0700000000;23.0000000000;149.0000000000;0.9922000000;3.1200000000;0.5000000000;11.5000000000
red;8.1000000000;1.3300000000;0.0000000000;1.8000000000;0.0820000000;3.0000000000;12.0000000000;0.9964000000;3.5400000000;0.4800000000;10.9000000000
red;9.8000000000;0.8800000000;0.2500000000;2.5000000000;0.1040000000;35.0000000000;155.0000000000;1.0010000000;3.4100000000;0.6700000000;11.2000000000
red;8.8000000000;0.3000000000;0.3800000000;2.3000000000;0.0600000000;19.0000000000;72.0000000000;0.9954300000;3.3900000000;0.7200000000;11.8000000000
red;9.0000000000;0.4000000000;0.4300000000;2.4000000000;0.0680000000;29.0000000000;46.0000000000;0.9943000000;3.2000000000;0.6000000000;12.2000000000
red;8.4000000000;0.2900000000;0.4000000000;1.7000000000;0.0670000000;8.0000000000;20.0000000000;0.9960300000;3.3900000000;0.6000000000;10.5000000000
red;6.4000000000;0.6900000000;0.0000000000;1.6500000000;0.0550000000;7.0000000000;12.0000000000;0.9916200000;3.4700000000;0.5300000000;12.9000000000
red;6.3000000000;0.3600000000;0.1900000000;3.2000000000;0.0750000000;15.0000000000;39.0000000000;0.9956000000;3.5600000000;0.5200000000;12.7000000000
red;5.6000000000;0.9150000000;0.0000000000;2.1000000000;0.0410000000;17.0000000000;78.0000000000;0.9934600000;3.6800000000;0.7300000000;11.4000000000
red;9.5000000000;0.8600000000;0.2600000000;1.9000000000;0.0790000000;13.0000000000;28.0000000000;0.9971200000;3.2500000000;0.6200000000;10.0000000000
red;7.1000000000;0.5200000000;0.0300000000;2.6000000000;0.0760000000;21.0000000000;92.0000000000;0.9974500000;3.5000000000;0.6000000000;9.8000000000
red;8.0000000000;0.3800000000;0.0600000000;1.8000000000;0.0780000000;12.0000000000;49.0000000000;0.9962500000;3.3700000000;0.5200000000;9.9000000000
red;6.1000000000;0.7150000000;0.1000000000;2.6000000000;0.0530000000;13.0000000000;27.0000000000;0.9936200000;3.5700000000;0.5000000000;11.9000000000
red;7.8000000000;0.6450000000;0.0000000000;2.0000000000;0.0820000000;8.0000000000;16.0000000000;0.9964000000;3.3800000000;0.5900000000;9.8000000000
red;7.6000000000;0.3000000000;0.4200000000;2.0000000000;0.0520000000;6.0000000000;24.0000000000;0.9963000000;3.4400000000;0.8200000000;11.9000000000
red;12.7000000000;0.5900000000;0.4500000000;2.3000000000;0.0820000000;11.0000000000;22.0000000000;1.0000000000;3.0000000000;0.7000000000;9.3000000000
red;13.2000000000;0.3800000000;0.5500000000;2.7000000000;0.0810000000;5.0000000000;16.0000000000;1.0006000000;2.9800000000;0.5400000000;9.4000000000
red;9.0000000000;0.4400000000;0.4900000000;2.4000000000;0.0780000000;26.0000000000;121.0000000000;0.9978000000;3.2300000000;0.5800000000;9.2000000000
red;7.0000000000;0.7800000000;0.0800000000;2.0000000000;0.0930000000;10.0000000000;19.0000000000;0.9956000000;3.4000000000;0.4700000000;10.0000000000
red;5.6000000000;0.6600000000;0.0000000000;2.5000000000;0.0660000000;7.0000000000;15.0000000000;0.9925600000;3.5200000000;0.5800000000;12.9000000000
red;5.2000000000;0.6450000000;0.0000000000;2.1500000000;0.0800000000;15.0000000000;28.0000000000;0.9944400000;3.7800000000;0.6100000000;12.5000000000
red;7.2000000000;0.6050000000;0.0200000000;1.9000000000;0.0960000000;10.0000000000;31.0000000000;0.9950000000;3.4600000000;0.5300000000;11.8000000000
red;8.2000000000;0.7300000000;0.2100000000;1.7000000000;0.0740000000;5.0000000000;13.0000000000;0.9968000000;3.2000000000;0.5200000000;9.5000000000
red;9.4000000000;0.5000000000;0.3400000000;3.6000000000;0.0820000000;5.0000000000;14.0000000000;0.9987000000;3.2900000000;0.5200000000;10.7000000000
red;7.0000000000;0.8050000000;0.0000000000;2.5000000000;0.0680000000;7.0000000000;20.0000000000;0.9969000000;3.4800000000;0.5600000000;9.6000000000
red;7.0000000000;0.6400000000;0.0200000000;2.1000000000;0.0670000000;9.0000000000;23.0000000000;0.9970000000;3.4700000000;0.6700000000;9.4000000000
red;10.8000000000;0.8900000000;0.3000000000;2.6000000000;0.1320000000;7.0000000000;60.0000000000;0.9978600000;2.9900000000;1.1800000000;10.2000000000
red;7.2000000000;0.4900000000;0.1800000000;2.7000000000;0.0690000000;13.0000000000;34.0000000000;0.9967000000;3.2900000000;0.4800000000;9.2000000000
red;7.2000000000;0.5200000000;0.0700000000;1.4000000000;0.0740000000;5.0000000000;20.0000000000;0.9973000000;3.3200000000;0.8100000000;9.6000000000
red;7.2000000000;0.6550000000;0.0300000000;1.8000000000;0.0780000000;7.0000000000;12.0000000000;0.9958700000;3.3400000000;0.3900000000;9.5000000000
red;7.1000000000;0.6300000000;0.0600000000;2.0000000000;0.0830000000;8.0000000000;29.0000000000;0.9985500000;3.6700000000;0.7300000000;9.6000000000
red;7.3000000000;0.9800000000;0.0500000000;2.1000000000;0.0610000000;20.0000000000;49.0000000000;0.9970500000;3.3100000000;0.5500000000;9.7000000000
red;5.2000000000;0.3400000000;0.0000000000;1.8000000000;0.0500000000;27.0000000000;63.0000000000;0.9916000000;3.6800000000;0.7900000000;14.0000000000
red;9.9000000000;0.4400000000;0.4600000000;2.2000000000;0.0910000000;10.0000000000;41.0000000000;0.9963800000;3.1800000000;0.6900000000;11.9000000000
red;9.0000000000;0.7850000000;0.2400000000;1.7000000000;0.0780000000;10.0000000000;21.0000000000;0.9969200000;3.2900000000;0.6700000000;10.0000000000
red;11.9000000000;0.4000000000;0.6500000000;2.1500000000;0.0680000000;7.0000000000;27.0000000000;0.9988000000;3.0600000000;0.6800000000;11.3000000000
red;9.3000000000;0.3600000000;0.3900000000;1.5000000000;0.0800000000;41.0000000000;55.0000000000;0.9965200000;3.4700000000;0.7300000000;10.9000000000
red;9.5000000000;0.4600000000;0.2400000000;2.7000000000;0.0920000000;14.0000000000;44.0000000000;0.9980000000;3.1200000000;0.7400000000;10.0000000000
red;8.8000000000;0.9550000000;0.0500000000;1.8000000000;0.0750000000;5.0000000000;19.0000000000;0.9961600000;3.3000000000;0.4400000000;9.6000000000
red;10.0000000000;0.5900000000;0.3100000000;2.2000000000;0.0900000000;26.0000000000;62.0000000000;0.9994000000;3.1800000000;0.6300000000;10.2000000000
red;8.8000000000;0.6600000000;0.2600000000;1.7000000000;0.0740000000;4.0000000000;23.0000000000;0.9971000000;3.1500000000;0.7400000000;9.2000000000
red;7.7000000000;0.3900000000;0.1200000000;1.7000000000;0.0970000000;19.0000000000;27.0000000000;0.9959600000;3.1600000000;0.4900000000;9.4000000000
red;8.3000000000;0.6500000000;0.1000000000;2.9000000000;0.0890000000;17.0000000000;40.0000000000;0.9980300000;3.2900000000;0.5500000000;9.5000000000
red;10.4000000000;0.5500000000;0.2300000000;2.7000000000;0.0910000000;18.0000000000;48.0000000000;0.9994000000;3.2200000000;0.6400000000;10.3000000000
red;10.0000000000;0.3800000000;0.3800000000;1.6000000000;0.1690000000;27.0000000000;90.0000000000;0.9991400000;3.1500000000;0.6500000000;8.5000000000
red;9.3000000000;0.3900000000;0.4000000000;2.6000000000;0.0730000000;10.0000000000;26.0000000000;0.9984000000;3.3400000000;0.7500000000;10.2000000000
red;10.2000000000;0.4400000000;0.4200000000;2.0000000000;0.0710000000;7.0000000000;20.0000000000;0.9956600000;3.1400000000;0.7900000000;11.1000000000
