type;fixed_acidity;volatile_acidity;citric_acid;residual_sugar;chlorides;free_sulfur_dioxide;total_sulfur_dioxide;density;pH;sulphates;alcohol;quality;random_num;rnum
red;6.2000000000;0.4400000000;0.3900000000;2.5000000000;0.0770000000;6.0000000000;14.0000000000;0.9955500000;3.5100000000;0.6900000000;11.0000000000;6;180907781,975821;231
red;6.2000000000;0.4500000000;0.2000000000;1.6000000000;0.0690000000;3.0000000000;15.0000000000;0.9958000000;3.4100000000;0.5600000000;9.2000000000;5;195919618,228315;253
white;6.2000000000;0.4600000000;0.2500000000;4.4000000000;0.0660000000;62.0000000000;207.0000000000;0.9939000000;3.2500000000;0.5200000000;9.8000000000;5;76160096,7766054;293
red;6.2000000000;0.5100000000;0.1400000000;1.9000000000;0.0560000000;15.0000000000;34.0000000000;0.9939600000;3.4800000000;0.5700000000;11.5000000000;6;319333036,752153;441
red;6.2000000000;0.5200000000;0.0800000000;4.4000000000;0.0710000000;11.0000000000;32.0000000000;0.9964600000;3.5600000000;0.6300000000;11.6000000000;6;233703626,170433;298
red;6.2000000000;0.5800000000;0.0000000000;1.6000000000;0.0650000000;8.0000000000;18.0000000000;0.9966000000;3.5600000000;0.8400000000;9.4000000000;5;33078906,0966104;43
red;6.2000000000;0.6300000000;0.3100000000;1.7000000000;0.0880000000;15.0000000000;64.0000000000;0.9969000000;3.4600000000;0.7900000000;9.3000000000;5;246342358,374544;320
red;6.2000000000;0.7850000000;0.0000000000;2.1000000000;0.0600000000;6.0000000000;13.0000000000;0.9966400000;3.5900000000;0.6100000000;10.0000000000;4;279427924,359067;377
white;6.3000000000;0.1700000000;0.2300000000;5.7000000000;0.0480000000;44.0000000000;147.0000000000;0.9938200000;3.0800000000;0.5400000000;10.0000000000;5;23078532,1215397;89
white;6.3000000000;0.1800000000;0.2200000000;1.5000000000;0.0430000000;45.0000000000;155.0000000000;0.9923800000;3.1900000000;0.4800000000;10.2000000000;5;23117902,3874708;90
white;6.3000000000;0.1800000000;0.2200000000;5.6000000000;0.0470000000;45.0000000000;147.0000000000;0.9938300000;3.0900000000;0.5400000000;10.0000000000;5;96426433,2522179;388
white;6.3000000000;0.1900000000;0.2900000000;2.0000000000;0.0220000000;33.0000000000;96.0000000000;0.9890200000;3.0400000000;0.5400000000;12.8000000000;7;23171340,7469362;92
white;6.3000000000;0.1900000000;0.3200000000;2.8000000000;0.0460000000;18.0000000000;80.0000000000;0.9904300000;2.9200000000;0.4700000000;11.0500000000;6;9667988,6644211;43
white;6.3000000000;0.2000000000;0.3000000000;5.9000000000;0.0340000000;35.0000000000;152.0000000000;0.9964200000;3.4700000000;0.4000000000;8.5000000000;6;105400991,239309;415
white;6.3000000000;0.2100000000;0.2900000000;11.7000000000;0.0480000000;49.0000000000;147.0000000000;0.9948200000;3.2200000000;0.3800000000;10.8000000000;5;43928276,5478089;158
white;6.3000000000;0.2100000000;0.4000000000;1.7000000000;0.0310000000;48.0000000000;134.0000000000;0.9917000000;3.4200000000;0.4900000000;11.5000000000;6;60840617,6609764;226
white;6.3000000000;0.2200000000;0.2800000000;2.4000000000;0.0420000000;38.0000000000;102.0000000000;0.9899800000;3.1400000000;0.3700000000;11.6000000000;7;40945123,134474;147
white;6.3000000000;0.2200000000;0.5700000000;1.4000000000;0.2080000000;14.0000000000;96.0000000000;0.9932000000;3.1600000000;0.4300000000;10.0000000000;6;121167229,997109;477
white;6.3000000000;0.2300000000;0.3000000000;1.8000000000;0.0330000000;16.0000000000;91.0000000000;0.9906000000;3.2800000000;0.4000000000;11.8000000000;6;59543061,2960911;216
white;6.3000000000;0.2300000000;0.2200000000;3.7500000000;0.0390000000;37.0000000000;116.0000000000;0.9927000000;3.2300000000;0.5000000000;10.7000000000;6;84864919,9900099;340
white;6.3000000000;0.2400000000;0.7400000000;1.4000000000;0.1720000000;24.0000000000;108.0000000000;0.9932000000;3.2700000000;0.3900000000;9.9000000000;6;55363394,8976966;199
white;6.3000000000;0.2500000000;0.4400000000;1.7000000000;0.0240000000;36.0000000000;116.0000000000;0.9893500000;3.1800000000;0.4000000000;12.5000000000;6;69702406,4510462;267
white;6.3000000000;0.2500000000;0.4400000000;11.6000000000;0.0410000000;48.0000000000;195.0000000000;0.9968000000;3.1800000000;0.5200000000;9.5000000000;5;10600358,5366848;44
white;6.3000000000;0.2600000000;0.2400000000;7.2000000000;0.0390000000;38.0000000000;172.0000000000;0.9958000000;3.4900000000;0.6400000000;9.7000000000;6;97180895,8278327;392
white;6.3000000000;0.2700000000;0.2900000000;12.2000000000;0.0440000000;59.0000000000;196.0000000000;0.9978200000;3.1400000000;0.4000000000;8.8000000000;6;94690682,1534518;379
white;6.3000000000;0.2700000000;0.5100000000;7.6000000000;0.0490000000;35.0000000000;200.0000000000;0.9954800000;3.1600000000;0.5400000000;9.4000000000;4;13433328,7301889;52
white;6.3000000000;0.2900000000;0.3000000000;8.1000000000;0.2120000000;60.0000000000;150.0000000000;0.9958000000;3.1000000000;0.4000000000;9.3000000000;5;122867977,335955;480
white;6.3000000000;0.3000000000;0.2000000000;3.7000000000;0.0390000000;34.0000000000;132.0000000000;0.9915800000;3.0000000000;0.3800000000;10.7000000000;5;125829075,633137;493
red;6.3000000000;0.3000000000;0.4800000000;1.8000000000;0.0690000000;18.0000000000;61.0000000000;0.9959000000;3.4400000000;0.7800000000;10.3000000000;6;203602248,298653;259
white;6.3000000000;0.3300000000;0.2000000000;5.8000000000;0.0400000000;24.0000000000;144.0000000000;0.9942500000;3.1500000000;0.6300000000;9.9000000000;5;34351416,4028139;118
white;6.3000000000;0.3400000000;0.3600000000;4.9000000000;0.0350000000;31.0000000000;185.0000000000;0.9946000000;3.1500000000;0.4900000000;9.7000000000;5;43508560,1856347;155
white;6.3000000000;0.3500000000;0.3000000000;5.7000000000;0.0350000000;8.0000000000;97.0000000000;0.9927000000;3.2700000000;0.4100000000;11.0000000000;7;64591542,7155414;243
red;6.3000000000;0.3900000000;0.0800000000;1.7000000000;0.0660000000;3.0000000000;20.0000000000;0.9954000000;3.3400000000;0.5800000000;9.4000000000;5;268403784,237059;359
white;6.3000000000;0.4100000000;0.3300000000;4.7000000000;0.0230000000;28.0000000000;110.0000000000;0.9910000000;3.3000000000;0.3800000000;12.5000000000;7;49275599,8318246;180
red;6.3000000000;0.4700000000;0.0000000000;1.4000000000;0.0550000000;27.0000000000;33.0000000000;0.9922000000;3.4500000000;0.4800000000;12.3000000000;6;253492711,501949;332
red;6.3000000000;0.5700000000;0.2800000000;2.1000000000;0.0480000000;13.0000000000;49.0000000000;0.9937400000;3.4100000000;0.6000000000;12.8000000000;5;180707595,579935;230
red;6.3000000000;1.0200000000;0.0000000000;2.0000000000;0.0830000000;17.0000000000;24.0000000000;0.9943700000;3.5900000000;0.5500000000;11.2000000000;4;316232135,756839;435
white;6.4000000000;0.1250000000;0.2900000000;5.8500000000;0.0420000000;24.0000000000;99.0000000000;0.9920000000;3.2300000000;0.3200000000;12.0000000000;7;81789413,8336912;327
white;6.4000000000;0.1600000000;0.4400000000;1.2000000000;0.0510000000;39.0000000000;122.0000000000;0.9905800000;3.1100000000;0.7500000000;11.3000000000;7;91529924,123313;368
white;6.4000000000;0.1700000000;0.2700000000;6.7000000000;0.0360000000;88.0000000000;223.0000000000;0.9948000000;3.2800000000;0.3500000000;10.2000000000;6;32759469,8953912;116
white;6.4000000000;0.1800000000;0.4800000000;18.0000000000;0.0540000000;56.0000000000;183.0000000000;1.0003800000;2.9800000000;0.6100000000;8.5000000000;6;22657358,7051578;86
white;6.4000000000;0.1800000000;0.2800000000;17.0500000000;0.0470000000;53.0000000000;139.0000000000;0.9972400000;3.2500000000;0.3500000000;10.5000000000;6;46152721,4857956;171
white;6.4000000000;0.2200000000;0.3100000000;13.9000000000;0.0400000000;57.0000000000;135.0000000000;0.9967200000;3.2100000000;0.3800000000;10.7000000000;5;80564571,8777848;319
white;6.4000000000;0.2300000000;0.3000000000;7.1000000000;0.0370000000;63.0000000000;236.0000000000;0.9952000000;3.0600000000;0.3400000000;9.2000000000;6;11656482,5560365;45
white;6.4000000000;0.2400000000;0.2200000000;1.5000000000;0.0380000000;38.0000000000;157.0000000000;0.9934000000;3.4100000000;0.5500000000;9.9000000000;6;84711688,085648;339
white;6.4000000000;0.2400000000;0.2600000000;8.2000000000;0.0540000000;47.0000000000;182.0000000000;0.9953800000;3.1200000000;0.5000000000;9.5000000000;5;22589853,1834807;85
white;6.4000000000;0.2400000000;0.4900000000;5.8000000000;0.0530000000;25.0000000000;120.0000000000;0.9942000000;3.0100000000;0.9800000000;10.5000000000;6;31964600,4917915;115
white;6.4000000000;0.2600000000;0.2100000000;7.1000000000;0.0400000000;35.0000000000;162.0000000000;0.9956000000;3.3900000000;0.5800000000;9.9000000000;6;60042209,697158;218
white;6.4000000000;0.2700000000;0.3000000000;1.6000000000;0.0400000000;19.0000000000;86.0000000000;0.9908900000;3.3200000000;0.6500000000;11.5000000000;6;68544854,415635;260
white;6.4000000000;0.2700000000;0.4500000000;8.3000000000;0.0500000000;52.0000000000;196.0000000000;0.9955000000;3.1800000000;0.4800000000;9.5000000000;5;25954702,1795061;101
white;6.4000000000;0.2800000000;0.2300000000;6.0000000000;0.0510000000;50.0000000000;162.0000000000;0.9940000000;3.1500000000;0.5200000000;10.2000000000;5;63460619,0559094;237
white;6.4000000000;0.2800000000;0.2200000000;12.8000000000;0.0390000000;51.0000000000;150.0000000000;0.9953500000;3.2300000000;0.4300000000;10.7000000000;6;84614544,1535485;338
white;6.4000000000;0.2800000000;0.4100000000;6.8000000000;0.0450000000;61.0000000000;216.0000000000;0.9952000000;3.0900000000;0.4600000000;9.4000000000;5;95214931,0955726;380
white;6.4000000000;0.2900000000;0.2800000000;11.1000000000;0.0630000000;66.0000000000;169.0000000000;0.9973000000;2.8900000000;0.5700000000;9.0000000000;5;111668838,903439;443
white;6.4000000000;0.3000000000;0.3300000000;5.2000000000;0.0500000000;30.0000000000;137.0000000000;0.9930400000;3.2600000000;0.5800000000;11.1000000000;5;26952134,2486058;106
white;6.4000000000;0.3100000000;0.3900000000;7.5000000000;0.0400000000;57.0000000000;213.0000000000;0.9947500000;3.3200000000;0.4300000000;10.0000000000;5;35340510,8063371;120
white;6.4000000000;0.3100000000;0.2600000000;13.2000000000;0.0460000000;57.0000000000;205.0000000000;0.9975000000;3.1700000000;0.4100000000;9.6000000000;5;100337919,720007;401
white;6.4000000000;0.3200000000;0.2500000000;5.0000000000;0.0550000000;28.0000000000;138.0000000000;0.9917100000;3.2700000000;0.5000000000;12.4000000000;8;95836021,2899479;384
white;6.4000000000;0.3300000000;0.4400000000;8.9000000000;0.0550000000;52.0000000000;164.0000000000;0.9948800000;3.1000000000;0.4800000000;9.6000000000;5;107051379,171204;424
white;6.4000000000;0.3300000000;0.2800000000;1.1000000000;0.0380000000;30.0000000000;110.0000000000;0.9917000000;3.1200000000;0.4200000000;10.5000000000;6;55197481,1734905;198
white;6.4000000000;0.3400000000;0.1000000000;1.1000000000;0.0480000000;19.0000000000;84.0000000000;0.9927000000;3.2100000000;0.3800000000;9.8000000000;5;57072823,5601576;209
white;6.4000000000;0.3500000000;0.2000000000;5.7000000000;0.0340000000;18.0000000000;117.0000000000;0.9944000000;3.3300000000;0.4300000000;10.1000000000;5;26773989,9303552;105
white;6.4000000000;0.3700000000;0.1200000000;5.9000000000;0.0560000000;6.0000000000;91.0000000000;0.9953600000;3.0600000000;0.4600000000;8.4000000000;4;68409820,5548771;256
white;6.4000000000;0.3800000000;0.2600000000;8.2000000000;0.0430000000;28.0000000000;98.0000000000;0.9923400000;2.9900000000;0.3100000000;11.4000000000;6;37272375,1615982;131
red;6.4000000000;0.4000000000;0.2300000000;1.6000000000;0.0660000000;5.0000000000;12.0000000000;0.9958000000;3.3400000000;0.5600000000;9.2000000000;5;239119801,202944;309
red;6.4000000000;0.4200000000;0.0900000000;2.3000000000;0.0540000000;34.0000000000;64.0000000000;0.9972400000;3.4100000000;0.6800000000;10.4000000000;6;158813554,000011;200
white;6.4000000000;0.4200000000;0.7400000000;12.8000000000;0.0760000000;48.0000000000;209.0000000000;0.9978000000;3.1200000000;0.5800000000;9.0000000000;6;39033923,430723;139
white;6.4000000000;0.4400000000;0.4400000000;14.4000000000;0.0480000000;29.0000000000;228.0000000000;0.9995500000;3.2600000000;0.5400000000;8.8000000000;7;50183605,3735497;186
white;6.4000000000;0.4600000000;0.2200000000;14.7000000000;0.0470000000;51.0000000000;183.0000000000;0.9982750000;3.3900000000;0.6000000000;10.5000000000;5;1575635,3234063;10
red;6.4000000000;0.5700000000;0.0200000000;1.8000000000;0.0670000000;4.0000000000;11.0000000000;0.9970000000;3.4600000000;0.6800000000;9.5000000000;5;162213475,208169;207
red;6.4000000000;0.6700000000;0.0800000000;2.1000000000;0.0450000000;19.0000000000;48.0000000000;0.9949000000;3.4900000000;0.4900000000;11.4000000000;6;6618796,0968428;9
red;6.4000000000;0.7900000000;0.0400000000;2.2000000000;0.0610000000;11.0000000000;17.0000000000;0.9958800000;3.5300000000;0.6500000000;10.4000000000;6;171516095,3064;217
red;6.4000000000;0.7950000000;0.0000000000;2.2000000000;0.0650000000;28.0000000000;52.0000000000;0.9937800000;3.4900000000;0.5200000000;11.6000000000;5;277965148,105312;375
red;6.4000000000;0.8650000000;0.0300000000;3.2000000000;0.0710000000;27.0000000000;58.0000000000;0.9950000000;3.6100000000;0.4900000000;12.7000000000;6;360154247,880358;497
white;6.5000000000;0.1150000000;0.2900000000;1.9500000000;0.0380000000;73.0000000000;166.0000000000;0.9890000000;3.1200000000;0.2500000000;12.9000000000;7;66612132,7779206;249
white;6.5000000000;0.1300000000;0.3700000000;1.0000000000;0.0360000000;48.0000000000;114.0000000000;0.9911000000;3.4100000000;0.5100000000;11.5000000000;8;118542449,985916;466
white;6.5000000000;0.1600000000;0.3300000000;1.0000000000;0.0270000000;23.0000000000;75.0000000000;0.9908000000;3.3000000000;0.3900000000;11.4000000000;7;81188074,1976941;323
white;6.5000000000;0.1700000000;0.3100000000;1.5000000000;0.0410000000;34.0000000000;121.0000000000;0.9909200000;3.0600000000;0.4600000000;10.5000000000;6;22536998,2976242;83
white;6.5000000000;0.1900000000;0.2700000000;4.9000000000;0.0370000000;13.0000000000;101.0000000000;0.9916000000;3.1700000000;0.4100000000;11.8000000000;6;116480965,548171;462
white;6.5000000000;0.1900000000;0.3000000000;0.8000000000;0.0430000000;33.0000000000;144.0000000000;0.9936000000;3.4200000000;0.3900000000;9.1000000000;6;12952682,4495549;48
white;6.5000000000;0.2200000000;0.3200000000;2.2000000000;0.0280000000;36.0000000000;92.0000000000;0.9907600000;3.2700000000;0.5900000000;11.9000000000;7;116439266,510078;461
white;6.5000000000;0.2200000000;0.2800000000;3.7000000000;0.0590000000;29.0000000000;151.0000000000;0.9917700000;3.2300000000;0.4100000000;12.1000000000;7;107676174,632543;426
white;6.5000000000;0.2200000000;0.7200000000;6.8000000000;0.0420000000;33.0000000000;168.0000000000;0.9958000000;3.1200000000;0.3600000000;9.2000000000;6;35969889,7718524;125
white;6.5000000000;0.2200000000;0.3400000000;12.0000000000;0.0530000000;55.0000000000;177.0000000000;0.9983000000;3.5200000000;0.4400000000;9.9000000000;6;26104480,2740059;103
white;6.5000000000;0.2300000000;0.2500000000;17.3000000000;0.0460000000;15.0000000000;110.0000000000;0.9982800000;3.1500000000;0.4200000000;9.2000000000;6;85530985,1497231;343
white;6.5000000000;0.2600000000;0.3400000000;16.3000000000;0.0510000000;56.0000000000;197.0000000000;1.0004000000;3.4900000000;0.4200000000;9.8000000000;5;51913124,0614766;192
white;6.5000000000;0.2600000000;0.7400000000;13.3000000000;0.0440000000;68.0000000000;224.0000000000;0.9972000000;3.1800000000;0.5400000000;9.5000000000;6;92110178,1499848;369
white;6.5000000000;0.2600000000;0.3100000000;1.3000000000;0.0340000000;59.0000000000;145.0000000000;0.9894400000;3.1600000000;0.5400000000;12.4000000000;6;120850591,954642;474
white;6.5000000000;0.2900000000;0.2500000000;2.5000000000;0.1420000000;8.0000000000;111.0000000000;0.9927000000;3.0000000000;0.4400000000;9.9000000000;4;16946291,5472279;64
white;6.5000000000;0.2900000000;0.3000000000;9.1500000000;0.0510000000;25.0000000000;166.0000000000;0.9933900000;3.2400000000;0.5600000000;11.3500000000;6;7375405,8367119;34
white;6.5000000000;0.3000000000;0.2700000000;4.0000000000;0.0380000000;37.0000000000;97.0000000000;0.9902600000;3.2000000000;0.6000000000;12.6000000000;8;19839642,1788578;75
white;6.5000000000;0.3200000000;0.2300000000;8.5000000000;0.0510000000;20.0000000000;138.0000000000;0.9943000000;3.0300000000;0.4200000000;10.7000000000;5;9123774,0284015;40
white;6.5000000000;0.3300000000;0.2400000000;14.5000000000;0.0480000000;20.0000000000;96.0000000000;0.9945600000;3.0600000000;0.3000000000;11.5000000000;8;42846149,0701426;152
white;6.5000000000;0.3600000000;0.3100000000;13.5500000000;0.0530000000;20.0000000000;113.0000000000;0.9954400000;3.2000000000;0.5600000000;11.0000000000;6;54484941,1533921;197
white;6.5000000000;0.3600000000;0.3800000000;10.2000000000;0.0280000000;20.0000000000;82.0000000000;0.9927400000;3.1000000000;0.4300000000;12.1000000000;7;3708344,985293;21
white;6.5000000000;0.3700000000;0.3000000000;2.2000000000;0.0330000000;39.0000000000;107.0000000000;0.9889400000;3.2200000000;0.5300000000;13.5000000000;7;76466149,4064013;296
white;6.5000000000;0.3800000000;0.5300000000;1.4000000000;0.1420000000;5.0000000000;69.0000000000;0.9926000000;3.1400000000;0.5200000000;10.1000000000;4;109197767,633778;430
red;6.5000000000;0.4000000000;0.1000000000;2.0000000000;0.0760000000;30.0000000000;47.0000000000;0.9955400000;3.3600000000;0.4800000000;9.4000000000;6;104491745,641542;127
white;6.5000000000;0.4400000000;0.4700000000;5.4500000000;0.0140000000;44.0000000000;137.0000000000;0.9898400000;3.1300000000;0.3200000000;13.0000000000;8;86457647,4114327;350
white;6.5000000000;0.4600000000;0.2400000000;11.5000000000;0.0510000000;56.0000000000;171.0000000000;0.9958800000;3.0800000000;0.5600000000;9.8000000000;6;128940198,825309;500
red;6.5000000000;0.5100000000;0.1500000000;3.0000000000;0.0640000000;12.0000000000;27.0000000000;0.9929000000;3.3300000000;0.5900000000;12.8000000000;6;193061865,074763;249
red;6.5000000000;0.5200000000;0.1100000000;1.8000000000;0.0730000000;13.0000000000;38.0000000000;0.9955000000;3.3400000000;0.5200000000;9.3000000000;5;176052186,314395;225
red;6.5000000000;0.6300000000;0.3300000000;1.8000000000;0.0590000000;16.0000000000;28.0000000000;0.9953100000;3.3600000000;0.6400000000;10.1000000000;6;204402124,49255;260
red;6.5000000000;0.8850000000;0.0000000000;2.3000000000;0.1660000000;6.0000000000;12.0000000000;0.9955100000;3.5600000000;0.5100000000;10.8000000000;5;347890753,002368;489
white;6.6000000000;0.1500000000;0.3400000000;5.1000000000;0.0550000000;34.0000000000;125.0000000000;0.9942000000;3.3600000000;0.4200000000;9.6000000000;5;3203141,5903422;16
white;6.6000000000;0.1500000000;0.3400000000;1.0000000000;0.0370000000;45.0000000000;79.0000000000;0.9894900000;2.9600000000;0.5000000000;11.7000000000;6;57773614,945657;212
white;6.6000000000;0.1600000000;0.3500000000;1.8000000000;0.0420000000;26.0000000000;105.0000000000;0.9896200000;3.1900000000;0.7500000000;12.4000000000;7;56372299,4642444;204
white;6.6000000000;0.1600000000;0.3600000000;1.1000000000;0.0310000000;27.0000000000;93.0000000000;0.9888400000;3.2300000000;0.3400000000;13.2000000000;8;5171650,2302842;25
white;6.6000000000;0.1700000000;0.2600000000;7.4000000000;0.0520000000;45.0000000000;128.0000000000;0.9938800000;3.1600000000;0.3700000000;10.0000000000;6;111813655,376787;446
white;6.6000000000;0.1900000000;0.2800000000;1.1000000000;0.0440000000;38.0000000000;100.0000000000;0.9904000000;3.2200000000;0.6900000000;11.2000000000;6;51095769,7363451;189
white;6.6000000000;0.1900000000;0.9900000000;1.2000000000;0.1220000000;45.0000000000;129.0000000000;0.9936000000;3.0900000000;0.3100000000;8.7000000000;6;619872,9557371;6
white;6.6000000000;0.2200000000;0.3000000000;14.7000000000;0.0450000000;50.0000000000;136.0000000000;0.9970400000;3.1400000000;0.3700000000;10.6000000000;6;14302369,1313139;56
white;6.6000000000;0.2200000000;0.3400000000;11.6000000000;0.0500000000;59.0000000000;140.0000000000;0.9952600000;3.2200000000;0.4000000000;10.8000000000;5;112672574,629557;448
white;6.6000000000;0.2200000000;0.5800000000;1.1000000000;0.1330000000;52.0000000000;136.0000000000;0.9932000000;3.1000000000;0.3000000000;9.1000000000;5;105618886,268772;417
white;6.6000000000;0.2300000000;0.3700000000;8.5000000000;0.0360000000;46.0000000000;153.0000000000;0.9957600000;3.2000000000;0.4800000000;9.4000000000;6;113959227,535102;454
white;6.6000000000;0.2400000000;0.2400000000;8.6000000000;0.0340000000;25.0000000000;135.0000000000;0.9958200000;3.3300000000;0.5900000000;10.3000000000;6;28369037,7420359;107
white;6.6000000000;0.2400000000;0.3000000000;13.0000000000;0.0520000000;18.0000000000;143.0000000000;0.9982500000;3.3700000000;0.4900000000;9.4000000000;6;29785361,9528088;112
white;6.6000000000;0.2500000000;0.3100000000;12.4000000000;0.0590000000;52.0000000000;181.0000000000;0.9984000000;3.5100000000;0.4700000000;9.8000000000;6;76623711,9608532;299
white;6.6000000000;0.2500000000;0.3900000000;1.4500000000;0.0400000000;40.0000000000;89.0000000000;0.9911000000;3.3500000000;0.4000000000;11.4000000000;7;118692436,231017;467
white;6.6000000000;0.2500000000;0.4100000000;7.4000000000;0.0430000000;29.0000000000;151.0000000000;0.9946000000;3.1500000000;0.6000000000;10.2000000000;7;124213179,233733;484
white;6.6000000000;0.2600000000;0.2800000000;9.4000000000;0.0280000000;13.0000000000;121.0000000000;0.9925400000;3.1700000000;0.3400000000;12.1000000000;6;124675542,254745;487
white;6.6000000000;0.2600000000;0.2200000000;18.1500000000;0.0500000000;23.0000000000;139.0000000000;0.9990400000;3.0600000000;0.5000000000;9.2000000000;5;119660820,813884;471
white;6.6000000000;0.2700000000;0.3200000000;1.3000000000;0.0440000000;18.0000000000;93.0000000000;0.9904400000;3.1100000000;0.5600000000;12.2500000000;5;80948817,8874154;322
white;6.6000000000;0.3200000000;0.2600000000;4.6000000000;0.0310000000;26.0000000000;120.0000000000;0.9919800000;3.4000000000;0.7300000000;12.5000000000;7;81529426,2823365;324
white;6.6000000000;0.3200000000;0.2400000000;1.3000000000;0.0600000000;42.5000000000;204.0000000000;0.9951200000;3.5900000000;0.5100000000;9.2000000000;5;88615462,7366476;356
white;6.6000000000;0.3200000000;0.2700000000;10.9000000000;0.0410000000;37.0000000000;146.0000000000;0.9963000000;3.2400000000;0.4700000000;10.0000000000;5;67323130,0621321;253
white;6.6000000000;0.3200000000;0.4100000000;7.2000000000;0.0480000000;55.0000000000;178.0000000000;0.9953700000;3.2000000000;0.4600000000;9.4000000000;5;119068889,864453;470
white;6.6000000000;0.3500000000;0.2900000000;14.4000000000;0.0440000000;54.0000000000;177.0000000000;0.9991000000;3.1700000000;0.5800000000;8.9000000000;6;110504142,692363;437
white;6.6000000000;0.3800000000;0.2900000000;2.4000000000;0.1360000000;15.0000000000;93.0000000000;0.9933600000;3.1800000000;0.6000000000;9.5000000000;5;90003869,6211629;367
white;6.6000000000;0.3900000000;0.3900000000;11.9000000000;0.0570000000;51.0000000000;221.0000000000;0.9985100000;3.2600000000;0.5100000000;8.9000000000;6;22861608,927209;87
white;6.6000000000;0.4100000000;0.3100000000;1.6000000000;0.0420000000;18.0000000000;101.0000000000;0.9919500000;3.1300000000;0.4100000000;10.5000000000;5;15250940,7571885;59
white;6.6000000000;0.4100000000;0.2400000000;4.9000000000;0.1580000000;47.0000000000;144.0000000000;0.9947100000;3.1700000000;0.4900000000;9.4000000000;5;5173539,8838396;26
red;6.6000000000;0.5200000000;0.0400000000;2.2000000000;0.0690000000;8.0000000000;15.0000000000;0.9956000000;3.4000000000;0.6300000000;9.4000000000;6;269045905,092726;360
red;6.6000000000;0.5200000000;0.0800000000;2.4000000000;0.0700000000;13.0000000000;26.0000000000;0.9935800000;3.4000000000;0.7200000000;12.5000000000;7;39984311,1356676;52
white;6.6000000000;0.5600000000;0.1500000000;10.0000000000;0.0370000000;38.0000000000;157.0000000000;0.9964200000;3.2800000000;0.5200000000;9.4000000000;5;65687827,6937116;244
red;6.6000000000;0.5800000000;0.0200000000;2.0000000000;0.0620000000;37.0000000000;53.0000000000;0.9937400000;3.3500000000;0.7600000000;11.6000000000;7;36449114,3885375;46
red;6.6000000000;0.6400000000;0.3100000000;6.1000000000;0.0830000000;7.0000000000;49.0000000000;0.9971800000;3.3500000000;0.6800000000;10.3000000000;5;104584669,285279;128
red;6.6000000000;0.7050000000;0.0700000000;1.6000000000;0.0760000000;6.0000000000;15.0000000000;0.9962000000;3.4400000000;0.5800000000;10.7000000000;5;67535279,7624765;84
red;6.6000000000;0.7350000000;0.0200000000;7.9000000000;0.1220000000;68.0000000000;124.0000000000;0.9994000000;3.4700000000;0.5300000000;9.9000000000;5;102548696,101855;123
red;6.6000000000;0.8000000000;0.0300000000;7.8000000000;0.0790000000;6.0000000000;12.0000000000;0.9963000000;3.5200000000;0.5000000000;12.2000000000;5;248441177,207016;323
red;6.6000000000;0.8800000000;0.0400000000;2.2000000000;0.0660000000;12.0000000000;20.0000000000;0.9963600000;3.5300000000;0.5600000000;9.9000000000;5;292016544,422378;390
red;6.6000000000;0.8950000000;0.0400000000;2.3000000000;0.0680000000;7.0000000000;13.0000000000;0.9958200000;3.5300000000;0.5800000000;10.8000000000;6;287718679,216205;386
white;6.7000000000;0.1100000000;0.3400000000;8.8000000000;0.0430000000;41.0000000000;113.0000000000;0.9962000000;3.4200000000;0.4000000000;9.3000000000;7;9087612,1688274;39
white;6.7000000000;0.1100000000;0.2600000000;14.8000000000;0.0530000000;44.0000000000;95.0000000000;0.9967600000;3.2000000000;0.3500000000;9.8000000000;6;109668843,177713;435
white;6.7000000000;0.1800000000;0.2500000000;14.3000000000;0.0480000000;79.0000000000;149.0000000000;0.9975000000;3.1200000000;0.3700000000;9.7000000000;5;84170705,6047117;336
white;6.7000000000;0.2100000000;0.3400000000;1.4000000000;0.0490000000;36.0000000000;112.0000000000;0.9909100000;3.0200000000;0.5000000000;11.0000000000;6;105500080,70432;416
white;6.7000000000;0.2300000000;0.3100000000;2.1000000000;0.0460000000;30.0000000000;96.0000000000;0.9926000000;3.3300000000;0.6400000000;10.7000000000;8;25989474,505761;102
white;6.7000000000;0.2400000000;0.4100000000;9.4000000000;0.0400000000;49.0000000000;166.0000000000;0.9954000000;3.1200000000;0.6100000000;9.9000000000;6;125247873,054398;488
white;6.7000000000;0.2400000000;0.3500000000;13.1000000000;0.0500000000;64.0000000000;205.0000000000;0.9970000000;3.1500000000;0.5000000000;9.5000000000;5;2517412,9509139;13
white;6.7000000000;0.2500000000;0.7400000000;19.4000000000;0.0540000000;44.0000000000;169.0000000000;1.0004000000;3.5100000000;0.4500000000;9.8000000000;6;111111646,752649;438
white;6.7000000000;0.2500000000;0.3300000000;2.9000000000;0.0570000000;52.0000000000;173.0000000000;0.9934000000;3.0200000000;0.4800000000;9.5000000000;7;23150971,3246903;91
white;6.7000000000;0.2500000000;0.1300000000;1.2000000000;0.0410000000;81.0000000000;174.0000000000;0.9920000000;3.1400000000;0.4200000000;9.8000000000;5;25288909,4316534;97
white;6.7000000000;0.2500000000;0.3600000000;8.6000000000;0.0370000000;63.0000000000;206.0000000000;0.9955300000;3.1800000000;0.5000000000;9.6000000000;5;37840851,6826704;134
