type;fixed_acidity;volatile_acidity;citric_acid;residual_sugar;chlorides;free_sulfur_dioxide;total_sulfur_dioxide;density;pH;sulphates;alcohol;quality;rnumy;avg_fixed_acidity;avg_volatile_acidity;avg_citric_acid;avg_residual_sugar;avg_chlorides;avg_free_sulfur_dioxide;avg_total_sulfur_dioxide;avg_density;avg_pH;avg_sulphates;avg_alcohol;avg_quality;rel_err_fixed_acidity;rel_err_volatile_acidity;rel_err_citric_acid;rel_err_residual_sugar;rel_err_chlorides;rel_err_free_sulfur_dioxide;rel_err_total_sulfur_dioxide;rel_err_density;rel_err_pH;rel_err_sulphates;rel_err_alcohol;rel_err_quality;rel_err;rnum;repeats
red;6.8000000000;0.4100000000;0.3100000000;8.8000000000;0.0840000000;26.0000000000;45.0000000000;0.9982400000;3.3800000000;0.6400000000;10.1000000000;6;918;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.874711;0.015773;0.015727;1.047146;0.246956;0.029220;0.527872;0.002659;0.038085;0.117032;0.024191;0;4.939372;362;1
red;6.8000000000;0.4900000000;0.2200000000;2.3000000000;0.0710000000;13.0000000000;24.0000000000;0.9943800000;3.4100000000;0.8300000000;11.3000000000;6;867;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.874711;0.213973;0.301483;0.464950;0.053975;0.485389;0.748198;0.001217;0.047299;0.448651;0.091746;0;5.731592;545;1
red;6.8000000000;0.5100000000;0.0100000000;2.1000000000;0.0740000000;9.0000000000;25.0000000000;0.9958000000;3.3300000000;0.5600000000;9.5000000000;6;551;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.874711;0.263522;0.968249;0.511476;0.098509;0.643731;0.737706;0.000208;0.022729;0.022596;0.082160;0;6.225597;653;1
red;6.8000000000;0.5600000000;0.2200000000;1.8000000000;0.0740000000;15.0000000000;24.0000000000;0.9943800000;3.4000000000;0.8200000000;11.2000000000;6;860;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.874711;0.387397;0.301483;0.581265;0.098509;0.406218;0.748198;0.001217;0.044228;0.431197;0.082084;0;5.956507;605;1
red;6.8000000000;0.5700000000;0.0000000000;2.5000000000;0.0720000000;32.0000000000;64.0000000000;0.9949100000;3.4300000000;0.5600000000;11.2000000000;6;889;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.874711;0.412172;1.000000;0.418424;0.068820;0.266733;0.328529;0.000685;0.053441;0.022596;0.082084;0;5.528195;498;1
white;6.8000000000;0.5700000000;0.2900000000;2.2000000000;0.0400000000;15.0000000000;77.0000000000;0.9938000000;3.3200000000;0.7400000000;10.2000000000;5;202;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.874711;0.412172;0.079228;0.488213;0.406211;0.406218;0.192136;0.001800;0.019658;0.291568;0.014529;0;5.186444;425;1
red;6.8000000000;0.5900000000;0.1000000000;1.7000000000;0.0630000000;34.0000000000;53.0000000000;0.9958000000;3.4100000000;0.6700000000;9.7000000000;5;1463;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.874711;0.461722;0.682492;0.604528;0.064782;0.345903;0.443938;0.000208;0.047299;0.169393;0.062837;0;5.757813;550;1
red;6.8000000000;0.6300000000;0.0700000000;2.1000000000;0.0890000000;11.0000000000;44.0000000000;0.9953000000;3.4700000000;0.5500000000;10.4000000000;6;169;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.874711;0.560822;0.777744;0.511476;0.321180;0.564560;0.538363;0.000293;0.065726;0.040050;0.004793;0;6.259718;660;1
red;6.8000000000;0.6400000000;0.0000000000;2.7000000000;0.1230000000;15.0000000000;33.0000000000;0.9953800000;3.4400000000;0.6300000000;11.3000000000;6;1259;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.874711;0.585597;1.000000;0.371898;0.825901;0.406218;0.653772;0.000213;0.056513;0.099578;0.091746;0;6.966147;752;1
white;6.8000000000;0.6400000000;0.0800000000;9.7000000000;0.0620000000;26.0000000000;142.0000000000;0.9972000000;3.3700000000;0.4600000000;8.9000000000;4;223;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.874711;0.585597;0.745994;1.256513;0.079627;0.029220;0.489825;0.001614;0.035014;0.197132;0.140128;0;6.435375;721;1
red;6.8000000000;0.6400000000;0.1000000000;2.1000000000;0.0850000000;18.0000000000;101.0000000000;0.9956000000;3.3400000000;0.5200000000;10.2000000000;5;167;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.874711;0.585597;0.682492;0.511476;0.261801;0.287462;0.059664;0.000007;0.025800;0.092411;0.014529;0;5.395950;471;1
red;6.8000000000;0.6700000000;0.0000000000;1.9000000000;0.0800000000;22.0000000000;39.0000000000;0.9970100000;3.4000000000;0.7400000000;9.7000000000;5;1446;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.874711;0.659922;1.000000;0.558002;0.187577;0.129121;0.590822;0.001423;0.044228;0.291568;0.062837;0;6.400211;681;1
red;6.8000000000;0.6800000000;0.2100000000;2.1000000000;0.0700000000;9.0000000000;23.0000000000;0.9954600000;3.3800000000;0.6000000000;10.3000000000;5;1485;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.874711;0.684697;0.333234;0.511476;0.039130;0.643731;0.758690;0.000133;0.038085;0.047217;0.004868;0;5.935972;599;1
red;6.8000000000;0.6900000000;0.0000000000;5.6000000000;0.1240000000;21.0000000000;58.0000000000;0.9997000000;3.4600000000;0.7200000000;10.2000000000;5;625;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.874711;0.709472;1.000000;0.302729;0.840745;0.168706;0.391479;0.004125;0.062655;0.256661;0.014529;0;6.625812;709;1
white;6.9000000000;0.1200000000;0.3600000000;2.2000000000;0.0370000000;18.0000000000;111.0000000000;0.9919000000;3.4100000000;0.8200000000;11.9000000000;8;859;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.557204;0.702700;0.143026;0.488213;0.450745;0.287462;0.164582;0.003708;0.047299;0.431197;0.149715;0;5.425851;488;1
white;6.9000000000;0.1800000000;0.3600000000;1.3000000000;0.0360000000;40.0000000000;117.0000000000;0.9934000000;3.2700000000;0.9500000000;9.5000000000;7;846;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.557204;0.554050;0.143026;0.697580;0.465589;0.583416;0.227532;0.002202;0.004301;0.658094;0.082160;0;5.975154;614;1
white;6.9000000000;0.1800000000;0.3800000000;8.1000000000;0.0490000000;44.0000000000;176.0000000000;0.9958000000;3.3000000000;0.5400000000;9.8000000000;6;729;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.557204;0.554050;0.206527;0.884305;0.272608;0.741757;0.846544;0.000208;0.013515;0.057503;0.053175;0;6.187396;657;1
white;6.9000000000;0.1900000000;0.3300000000;1.6000000000;0.0430000000;63.0000000000;149.0000000000;0.9925000000;3.4400000000;0.5200000000;10.8000000000;5;962;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.557204;0.529275;0.047774;0.627791;0.361676;1.493880;0.563267;0.003106;0.056513;0.092411;0.043439;0;6.376336;707;1
white;6.9000000000;0.1900000000;0.4000000000;1.4000000000;0.0360000000;14.0000000000;55.0000000000;0.9909000000;3.0800000000;0.6800000000;11.5000000000;7;583;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.557204;0.529275;0.270029;0.674317;0.465589;0.445804;0.422954;0.004713;0.054052;0.186846;0.111069;0;5.721852;566;1
white;6.9000000000;0.2000000000;0.2800000000;1.2000000000;0.0480000000;36.0000000000;159.0000000000;0.9936000000;3.1900000000;0.4300000000;9.1000000000;6;1107;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.557204;0.504500;0.110979;0.720843;0.287453;0.425074;0.668185;0.002001;0.020268;0.249493;0.120805;0;5.666805;548;1
white;6.9000000000;0.2100000000;0.2800000000;2.4000000000;0.0560000000;49.0000000000;159.0000000000;0.9944000000;3.0200000000;0.4700000000;8.8000000000;8;884;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.557204;0.479725;0.110979;0.441687;0.168695;0.939685;0.668185;0.001197;0.072479;0.179679;0.149790;0;5.769305;574;1
white;6.9000000000;0.2100000000;0.3300000000;1.8000000000;0.0340000000;48.0000000000;136.0000000000;0.9899000000;3.2500000000;0.4100000000;12.6000000000;7;90;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.557204;0.479725;0.047774;0.581265;0.495279;0.900099;0.426875;0.005717;0.001840;0.284401;0.217345;0;5.997524;620;1
white;6.9000000000;0.2300000000;0.3400000000;2.7000000000;0.0320000000;24.0000000000;121.0000000000;0.9902000000;3.1400000000;0.3800000000;12.4000000000;7;1351;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.557204;0.430175;0.079525;0.371898;0.524968;0.049950;0.269499;0.005416;0.035624;0.336762;0.198022;0;4.859043;365;1
white;6.9000000000;0.2300000000;0.3400000000;4.0000000000;0.0470000000;24.0000000000;128.0000000000;0.9944000000;3.2000000000;0.5200000000;9.7000000000;6;1108;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.557204;0.430175;0.079525;0.069478;0.302297;0.049950;0.342941;0.001197;0.017197;0.092411;0.062837;0;4.005212;158;1
white;6.9000000000;0.2300000000;0.4000000000;7.5000000000;0.0400000000;50.0000000000;151.0000000000;0.9927000000;3.1100000000;0.2700000000;11.4000000000;6;169;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.557204;0.430175;0.270029;0.744727;0.406211;0.979270;0.584251;0.002905;0.044838;0.528751;0.101407;0;6.649768;768;1
white;6.9000000000;0.2400000000;0.3400000000;4.7000000000;0.0400000000;43.0000000000;161.0000000000;0.9935000000;3.2000000000;0.5900000000;10.6000000000;6;349;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.557204;0.405400;0.079525;0.093362;0.406211;0.702172;0.689168;0.002101;0.017197;0.029764;0.024116;0;5.006220;387;1
white;6.9000000000;0.2500000000;0.3000000000;4.1000000000;0.0540000000;23.0000000000;116.0000000000;0.9940000000;2.9900000000;0.3800000000;9.4000000000;6;144;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.557204;0.380625;0.047477;0.046215;0.198384;0.089535;0.217040;0.001599;0.081693;0.336762;0.091821;0;4.048355;167;1
white;6.9000000000;0.2500000000;0.3500000000;1.3000000000;0.0390000000;29.0000000000;191.0000000000;0.9908000000;3.1300000000;0.5200000000;11.0000000000;6;53;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.557204;0.380625;0.111275;0.697580;0.421055;0.147976;1.003920;0.004813;0.038695;0.092411;0.062762;0;5.518316;516;1
white;6.9000000000;0.2500000000;0.4000000000;1.3000000000;0.0380000000;22.0000000000;101.0000000000;0.9901000000;3.0300000000;0.3900000000;11.4000000000;6;507;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.557204;0.380625;0.270029;0.697580;0.435900;0.129121;0.059664;0.005516;0.069408;0.319308;0.101407;0;5.025762;392;1
white;6.9000000000;0.3200000000;0.1600000000;1.4000000000;0.0510000000;15.0000000000;96.0000000000;0.9940000000;3.2200000000;0.3800000000;9.5000000000;4;1340;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.557204;0.207201;0.491988;0.674317;0.242919;0.406218;0.007206;0.001599;0.011054;0.336762;0.082160;0;5.018628;388;1
white;6.9000000000;0.3300000000;0.2800000000;1.3000000000;0.0510000000;37.0000000000;187.0000000000;0.9927000000;3.2700000000;0.6000000000;10.3000000000;5;105;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.557204;0.182426;0.110979;0.697580;0.242919;0.464660;0.961953;0.002905;0.004301;0.047217;0.004868;0;5.277012;454;1
white;6.9000000000;0.3600000000;0.3400000000;4.2000000000;0.0180000000;57.0000000000;119.0000000000;0.9898000000;3.2800000000;0.3600000000;12.7000000000;9;856;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.557204;0.108101;0.079525;0.022952;0.732794;1.256368;0.248515;0.005818;0.007373;0.371669;0.227007;0;5.617326;537;1
white;6.9000000000;0.3900000000;0.4000000000;4.6000000000;0.0220000000;5.0000000000;19.0000000000;0.9915000000;3.3100000000;0.3700000000;12.6000000000;3;722;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.557204;0.033776;0.270029;0.070099;0.673416;0.802072;0.800657;0.004110;0.016586;0.354215;0.217345;0;5.799509;579;1
red;6.9000000000;0.4000000000;0.2400000000;2.5000000000;0.0830000000;30.0000000000;45.0000000000;0.9959000000;3.2600000000;0.5800000000;10.0000000000;5;671;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.557204;0.009001;0.237982;0.418424;0.232112;0.187562;0.527872;0.000308;0.001230;0.012310;0.033852;0;4.217857;239;1
white;6.9000000000;0.4000000000;0.5600000000;11.2000000000;0.0430000000;40.0000000000;142.0000000000;0.9975000000;3.1400000000;0.4600000000;8.7000000000;5;237;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.557204;0.009001;0.778041;1.605459;0.361676;0.583416;0.489825;0.001915;0.035624;0.197132;0.159451;0;6.778744;788;1
white;6.9000000000;0.4800000000;0.3600000000;3.5000000000;0.0300000000;31.0000000000;135.0000000000;0.9904000000;3.1400000000;0.3800000000;12.2000000000;7;922;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.557204;0.189198;0.143026;0.185794;0.554658;0.227147;0.416383;0.005215;0.035624;0.336762;0.178699;0;4.829710;355;1
red;6.9000000000;0.4900000000;0.1900000000;1.7000000000;0.0790000000;13.0000000000;26.0000000000;0.9954700000;3.3800000000;0.6400000000;9.8000000000;6;1042;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.557204;0.213973;0.396736;0.604528;0.172733;0.485389;0.727215;0.000123;0.038085;0.117032;0.053175;0;5.366193;461;1
red;6.9000000000;0.5000000000;0.0400000000;1.5000000000;0.0850000000;19.0000000000;49.0000000000;0.9958000000;3.3500000000;0.7800000000;9.5000000000;5;176;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.557204;0.238748;0.872997;0.651054;0.261801;0.247877;0.485905;0.000208;0.028871;0.361383;0.082160;0;5.788208;559;1
red;6.9000000000;0.5400000000;0.0400000000;3.0000000000;0.0770000000;7.0000000000;27.0000000000;0.9987000000;3.6900000000;0.9100000000;9.4000000000;6;277;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.557204;0.337847;0.872997;0.302109;0.143043;0.722902;0.716723;0.003121;0.133294;0.588280;0.091821;0;6.469341;688;1
red;6.9000000000;0.5800000000;0.0100000000;1.9000000000;0.0800000000;40.0000000000;54.0000000000;0.9968300000;3.4000000000;0.7300000000;9.7000000000;5;1447;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.557204;0.436947;0.968249;0.558002;0.187577;0.583416;0.433446;0.001242;0.044228;0.274115;0.062837;0;6.107263;631;1
red;6.9000000000;0.6850000000;0.0000000000;2.5000000000;0.1050000000;22.0000000000;37.0000000000;0.9966000000;3.4600000000;0.5700000000;10.6000000000;6;32;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.557204;0.697084;1.000000;0.418424;0.558696;0.129121;0.611805;0.001011;0.062655;0.005143;0.024116;0;6.065259;625;1
white;7.0000000000;0.1400000000;0.3200000000;9.0000000000;0.0390000000;54.0000000000;141.0000000000;0.9956000000;3.2200000000;0.4300000000;9.4000000000;6;453;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.239696;0.653150;0.016023;1.093672;0.421055;1.137612;0.479333;0.000007;0.011054;0.249493;0.091821;0;6.392916;713;1
white;7.0000000000;0.1700000000;0.3300000000;4.0000000000;0.0340000000;17.0000000000;127.0000000000;0.9934000000;3.1900000000;0.3900000000;10.6000000000;7;1066;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.239696;0.578825;0.047774;0.069478;0.495279;0.327048;0.332449;0.002202;0.020268;0.319308;0.024116;0;4.456443;265;1
white;7.0000000000;0.1700000000;0.3700000000;1.5000000000;0.0280000000;26.0000000000;75.0000000000;0.9922000000;3.3000000000;0.4600000000;10.8000000000;7;1178;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.239696;0.578825;0.174777;0.651054;0.584347;0.029220;0.213120;0.003407;0.013515;0.197132;0.043439;0;4.728532;331;1
white;7.0000000000;0.1800000000;0.4900000000;5.3000000000;0.0400000000;34.0000000000;125.0000000000;0.9914000000;3.2400000000;0.4000000000;12.2000000000;6;1420;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.239696;0.554050;0.555786;0.232940;0.406211;0.345903;0.311466;0.004211;0.004911;0.301854;0.178699;0;5.135727;418;1
white;7.0000000000;0.2100000000;0.2800000000;7.5000000000;0.0700000000;45.0000000000;185.0000000000;0.9966000000;3.3400000000;0.5500000000;9.4000000000;5;1039;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.239696;0.479725;0.110979;0.744727;0.039130;0.781343;0.940970;0.001011;0.025800;0.040050;0.091821;0;5.495252;507;1
red;7.0000000000;0.2300000000;0.4000000000;1.6000000000;0.0630000000;21.0000000000;67.0000000000;0.9952000000;3.5000000000;0.6300000000;11.1000000000;5;455;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.239696;0.430175;0.270029;0.627791;0.064782;0.168706;0.297054;0.000394;0.074940;0.099578;0.072423;0;4.345568;269;1
white;7.0000000000;0.2400000000;0.1800000000;1.3000000000;0.0460000000;9.0000000000;62.0000000000;0.9940000000;3.3800000000;0.4700000000;10.1000000000;4;971;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.239696;0.405400;0.428486;0.697580;0.317142;0.643731;0.349512;0.001599;0.038085;0.179679;0.024191;0;5.325101;465;1
white;7.0000000000;0.2400000000;0.3400000000;1.4000000000;0.0310000000;27.0000000000;107.0000000000;0.9900000000;3.0600000000;0.3900000000;11.9000000000;6;897;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.239696;0.405400;0.079525;0.674317;0.539813;0.068806;0.122615;0.005617;0.060194;0.319308;0.149715;0;4.665006;317;1
white;7.0000000000;0.2400000000;0.3600000000;2.8000000000;0.0340000000;22.0000000000;112.0000000000;0.9900000000;3.1900000000;0.3800000000;12.6000000000;8;270;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.239696;0.405400;0.143026;0.348635;0.495279;0.129121;0.175073;0.005617;0.020268;0.336762;0.217345;0;4.516222;287;1
white;7.0000000000;0.2400000000;0.3600000000;4.9000000000;0.0830000000;10.0000000000;133.0000000000;0.9942000000;3.3300000000;0.3700000000;10.8000000000;6;1255;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.239696;0.405400;0.143026;0.139888;0.232112;0.604145;0.395400;0.001398;0.022729;0.354215;0.043439;0;4.581448;301;1
white;7.0000000000;0.2800000000;0.3900000000;8.7000000000;0.0510000000;32.0000000000;141.0000000000;0.9961000000;3.3800000000;0.5300000000;10.5000000000;6;27;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.239696;0.306301;0.238278;1.023883;0.242919;0.266733;0.479333;0.000509;0.038085;0.074957;0.014454;0;4.925148;373;1
white;7.0000000000;0.2900000000;0.2600000000;1.6000000000;0.0440000000;12.0000000000;87.0000000000;0.9923000000;3.0800000000;0.4600000000;10.5000000000;6;877;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.239696;0.281526;0.174480;0.627791;0.346832;0.524975;0.087219;0.003307;0.054052;0.197132;0.014454;0;4.551464;295;1
white;7.0000000000;0.3200000000;0.2400000000;6.2000000000;0.0480000000;31.0000000000;228.0000000000;0.9957000000;3.2300000000;0.6200000000;9.4000000000;6;610;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.239696;0.207201;0.237982;0.442307;0.287453;0.227147;1.392114;0.000107;0.007983;0.082125;0.091821;0;5.215936;430;1
red;7.0000000000;0.4000000000;0.3200000000;3.6000000000;0.0610000000;9.0000000000;29.0000000000;0.9941600000;3.2800000000;0.4900000000;11.3000000000;7;979;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.239696;0.009001;0.016023;0.162531;0.094471;0.643731;0.695739;0.001438;0.007373;0.144772;0.091746;0;4.106521;216;1
red;7.0000000000;0.4300000000;0.0200000000;1.9000000000;0.0800000000;15.0000000000;28.0000000000;0.9949200000;3.3500000000;0.8100000000;10.6000000000;6;1494;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.239696;0.065323;0.936498;0.558002;0.187577;0.406218;0.706231;0.000675;0.028871;0.413744;0.024116;0;5.566951;510;1
red;7.0000000000;0.4500000000;0.3400000000;2.7000000000;0.0820000000;16.0000000000;72.0000000000;0.9980000000;3.5500000000;0.6000000000;9.5000000000;5;734;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.239696;0.114873;0.079525;0.371898;0.217267;0.366633;0.244595;0.002418;0.090297;0.047217;0.082160;0;3.856579;160;1
white;7.0000000000;0.4600000000;0.3900000000;6.2000000000;0.0390000000;46.0000000000;163.0000000000;0.9928000000;3.2100000000;0.3500000000;12.2000000000;7;1323;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.239696;0.139648;0.238278;0.442307;0.421055;0.820928;0.710151;0.002804;0.014125;0.389122;0.178699;0;5.596813;531;1
white;7.0000000000;0.4700000000;0.0700000000;1.1000000000;0.0350000000;17.0000000000;151.0000000000;0.9910000000;3.0200000000;0.3400000000;10.5000000000;5;60;7.7054000000;0.4036333333;0.3149533333;4.2986666666;0.0673640000;25.2618333333;95.3131666666;0.9955926000;3.2559933333;0.5729466666;10.3503888888;5;2.239696;0.164423;0.777744;0.744106;0.480434;0.327048;0.584251;0.004612;0.072479;0.406576;0.014454;0;5.815823;585;1
