type;fixed_acidity;volatile_acidity;citric_acid;residual_sugar;chlorides;free_sulfur_dioxide;total_sulfur_dioxide;density;pH;sulphates;alcohol;quality;rel_err_fixed_acidity;rel_err_volatile_acidity;rel_err_citric_acid;rel_err_residual_sugar;rel_err_chlorides;rel_err_free_sulfur_dioxide;rel_err_total_sulfur_dioxide;rel_err_density;rel_err_pH;rel_err_sulphates;rel_err_alcohol;rel_err_quality;rel_err;rnum
red;10.3078139558994;0.293355225522227;0.345233878158142;2.22106907921803;0.0637415502910457;15.6434182529;89.3770580989786;0.764577990674573;1.80517480040102;0.398528263117089;11.1152711692623;6;1.199171;0.177893;0.090217;0.650989;0.391465;0.049705;0.429532;0.002415;0.071983;0.110798;0.094619;0;3.268787;71
white;9.10902264145422;0.260383953119184;0.25883923007578;10.5276665032479;0.0754995483999503;15.4939992306663;124.023787221351;0.766264178904304;4.11101889211841;0.552647967808639;12.3633479511505;5;0.369418;0.381605;0.152961;0.579733;0.000999;0.148012;0.040576;0.000907;0.083376;0.020991;0.094619;0;1.873197;63
white;3.69140268025147;0.320216944398632;0.46469125148891;1.12380634856401;0.0318696442004428;27.1107528023146;52.3134607098436;0.767265745024982;3.99162602874869;0.705197583461175;13.1164714265922;5;0.258017;0.175474;0.160756;0.779572;0.304267;0.148012;0.144298;0.002732;0.064732;0.167279;0.029274;0;2.234413;191
red;6.92249655874824;0.640745820671666;0.290859935572179;1.23388277961088;0.0687523911156459;22.2433663940558;57.6319392924061;0.769407352546505;1.92625095651938;0.919693094868681;13.3393335566501;7;0.258017;0.413472;0.003897;0.614251;0.106036;0.015831;0.533253;0.002596;0.025375;0.223760;0.046967;0;2.243455;18
red;4.73123470834188;0.4086450071791;0.0146586864047447;1.61815042914921;0.0817326116290496;5.49983416487899;63.360682826685;0.770710432114674;1.98157508795274;0.297977928917676;6.10626066935854;6;0.055700;0.825735;0.968628;0.577513;0.159554;0.737849;0.602401;0.001385;0.031590;0.039818;0.124577;0;4.124750;197
white;8.97739193015737;0.235773858409034;0.302904139495402;10.5798627353601;0.051157085097601;23.024081959049;203.873965018746;0.770827646994832;3.87865302592225;0.610276832094709;5.52840361880553;5;0.571735;0.118999;0.152961;0.377674;0.268588;0.213549;0.382952;0.000655;0.015017;0.190435;0.046967;0;2.339532;240
white;5.4934670780676;0.255787810852756;0.368801552530562;2.88481261815725;0.0260207179910841;37.2054233121424;93.3254835079861;0.771200478604172;2.60565912050904;0.270253470236203;7.07317010922447;6;0.571735;0.469947;0.066641;0.504037;0.464820;0.016937;0.075150;0.002712;0.077161;0.002164;0.048335;0;2.299639;220
white;9.0449316421089;0.201497164307601;0.608830151418827;7.51152161756128;0.038129871875106;16.5888537605898;78.9473285100835;0.774476951641161;4.0138247341956;0.320223290279663;13.7207972008546;4;0.055700;0.057684;0.474474;0.063181;0.215070;0.377393;0.438175;0.003717;0.058518;0.228089;0.200820;0;2.172821;170
white;8.72816911570993;0.308212494346592;0.203850993970426;2.14166035983616;0.038534035847856;26.6752948162084;157.156613965573;0.774942456113749;1.8661954208779;0.489329224110547;5.63648587962069;6;0.055700;0.204921;0.152961;0.559144;0.143713;0.016937;0.287874;0.001103;0.036768;0.039818;0.123210;0;1.622149;16
red;3.91233341490312;0.59913008246674;0.308361384389285;2.78461154951011;0.0952860603691629;15.3172975784944;41.6272535106998;0.777126523021777;2.16717431893955;0.336535178069264;6.03162468792726;5;0.571735;0.619603;0.309820;0.595882;0.890965;0.606774;0.377671;0.001208;0.052304;0.186106;0.123210;0;4.335278;236
red;8.06864207419963;0.451612086722158;0.0969649716583151;6.90968351413379;0.0914738110067198;11.1081509045928;84.2936092483955;0.778693262808509;2.35016285553562;0.317495156957464;11.0476809923042;6;0.571735;1.311616;0.403935;0.044812;0.676894;0.377393;0.152941;0.002445;0.018124;0.020991;0.085089;0;3.665975;130
red;5.83763923831061;0.656180373640205;0.182161036917838;1.12970927629876;0.114357987468058;22.2014526766995;51.5283065289773;0.778962520413445;3.17997773024581;0.413414877786499;8.40157555626545;5;0.885453;0.737393;0.309820;0.669358;0.462822;0.409056;0.481392;0.000293;0.036768;0.209262;0.123210;0;4.324827;234
red;6.524376958968;0.566695431321724;0.351086976344767;2.90835108684735;0.0952059595491824;4.72402930733677;26.8038221147431;0.779345810569793;3.53936337858512;0.520177593864294;6.19857906583506;5;0.055700;0.442919;0.247076;0.595882;0.248751;0.836156;0.688835;0.001309;0.034697;0.096299;0.104149;0;3.351773;83
red;7.93452924606939;0.694208735377574;0.0459221867807065;2.15886131429013;0.0668850527735058;12.7091774160534;32.7029443187642;0.779878173791606;1.86903556400201;0.902243371412301;5.58787396611478;6;0.055700;0.678498;0.811769;0.706096;0.355786;0.705081;0.766626;0.002515;0.044019;0.317896;0.085089;0;4.529075;266
white;6.29723219590087;0.33133282248267;0.304694336305689;4.40362831045141;0.0783568162797271;14.1190035596012;165.257985680411;0.780374175665277;2.41971997923515;0.413846846130846;11.0447178319905;6;0.996854;0.263816;0.058845;0.246871;0.036677;0.246318;0.002640;0.000701;0.070947;0.284570;0.104149;0;2.312388;229
white;9.2039937180422;0.360911942087078;0.434089970011833;2.07683432552182;0.019806314952297;44.5308538107148;110.280175961853;0.780959053156587;4.43836427765767;0.553849970070574;13.6394180209728;5;0.258017;0.057684;0.090217;0.724465;0.322106;0.048600;0.244657;0.001746;0.005696;0.035489;0.029274;0;1.817951;53
red;10.5117417837508;0.201462731371447;0.368935257339026;2.3455259775544;0.0525731656362344;28.6818081589563;38.4326511081861;0.781568545151656;3.74493453871066;0.537101187915933;5.40540321510712;6;1.826608;0.001209;0.160756;0.632620;0.462822;0.213549;0.498679;0.001711;0.037804;0.110798;0.104149;0;4.050705;184
white;9.77897192491156;0.372477624715409;0.419124938008378;1.35697605116354;0.0255522154311903;42.4985814556947;144.617658917899;0.782321091738607;2.59396234644859;0.777238005342289;11.6853638834596;5;0.369418;0.116579;0.537218;0.706096;0.197231;0.015831;0.135654;0.000500;0.056447;0.110798;0.027907;0;2.273679;212
red;8.30414823072033;0.635215702005091;0.0794391945112292;1.0901217353103;0.0889726337158263;23.0424717862843;35.9472898903502;0.783592315927799;2.83925713374581;0.386634483833296;9.20239651099041;5;1.199171;0.958248;0.686281;0.724465;0.177393;0.115243;0.524610;0.001862;0.053340;0.039818;0.113680;0;4.594111;275
red;9.63790917243892;0.704710702002412;0.100753128470874;2.06138425226276;0.0880738759681084;50.9949064879754;46.2956702433361;0.783793514926979;1.99920864601996;0.477736994080585;10.3549137035125;5;1.310572;0.413472;0.749025;0.669358;0.320108;0.310750;0.446818;0.000595;0.030553;0.077472;0.085089;0;4.413812;253
red;11.3645896878665;0.786891191230029;0.205598035848845;2.09839741899268;0.1043328999631;29.6350029409978;112.727741099102;0.785571511919484;4.71684017927564;0.69609354737234;8.25204580328935;5;1.826608;0.737393;0.035269;0.632620;0.320108;0.213549;0.037214;0.002113;0.009839;0.016662;0.104149;0;3.935524;166
red;8.95121440062039;0.370583594295537;0.157232321157738;1.64179977661291;0.0876371709103703;7.89043144334585;27.1673205703446;0.787524357463338;3.77525562971318;0.338998038778059;16.8311585922278;6;0.683136;0.266235;0.058845;0.632620;0.516340;0.803387;0.662905;0.001244;0.034697;0.133954;0.134108;0;3.927471;164
white;8.52793967737769;0.428076404934396;0.33351190755801;4.01745277333412;0.0400741846654853;53.8330331202937;80.5927405959732;0.789487657490892;2.40505433901869;0.430055017046516;15.0018375763897;6;0.683136;0.057684;0.090217;0.099919;0.357785;0.343519;0.296518;0.003033;0.050233;0.190435;0.162699;0;2.335178;238
red;7.41206861303692;0.640013578389425;0.3371917825134;1.58869414785155;0.0716394861139402;15.7325161557991;74.4002535619817;0.790434074100912;1.87290696857839;0.751696595124749;9.59149070550022;5;0.885453;0.796287;0.184333;0.650989;0.302268;0.213549;0.239376;0.001429;0.025375;0.002164;0.066028;0;3.367251;86
red;5.35992862371108;0.291861985321294;0.108322087676775;2.18304895223134;0.106488957726542;10.9274466507833;19.7974870073025;0.790826091529546;4.40280369215078;0.53538131436093;8.75228411067503;5;0.683136;0.472367;0.560794;0.669358;0.391465;0.672312;0.801200;0.001671;0.096841;0.148452;0.008846;0;4.506442;264
red;3.80622923929451;0.834559288797837;0.137415529577377;1.47724955512269;0.0880716950719087;34.1437365821874;38.4668248716652;0.790899339871755;3.77584163558699;0.651515185049644;5.93683673415738;5;0.683136;0.649051;0.592166;0.706096;0.373626;0.180780;0.636974;0.001600;0.037804;0.110798;0.123210;0;4.095241;191
white;7.2624951818286;0.196440250667871;0.196781725018089;1.89808332427451;0.0520500255849719;21.238979305257;76.7974034315591;0.790912548927006;3.86573566946434;0.538174820303757;13.2273276665035;6;0.996854;0.116579;0.215704;0.393823;0.268588;0.148012;0.071788;0.000419;0.011910;0.058645;0.113680;0;2.396002;272
white;6.57827719798004;0.248992797689343;0.263555282549027;2.50496687084902;0.0728105863549205;33.5551902044955;70.4563777804579;0.791572004120889;1.84959832635349;0.523801665510221;10.3994270314106;6;0.571735;0.263816;0.160756;0.522406;0.108034;0.213549;0.140935;0.003335;0.055411;0.002164;0.067396;0;2.109537;144
red;9.77992261975735;0.815547651446309;0.0987183561323294;1.09983390593758;0.0996635095616503;17.6892924488559;124.498576769763;0.792757302456281;2.70893783010163;0.670693579054909;6.01892719752496;5;1.310572;0.884630;0.686281;0.614251;0.516340;0.410162;0.127011;0.000907;0.037804;0.020991;0.027907;0;4.636856;290
white;8.7703718544741;0.229876412026911;0.378037851519745;1.64320096570145;0.0384144642087231;38.0740385505307;125.783303403021;0.793625750950894;2.09630678493012;0.622415896741283;12.9592053551636;8;0.369418;0.263816;0.223500;0.614251;0.357785;0.016937;0.071788;0.003918;0.019161;0.190435;0.162699;0;2.293708;217
red;5.22298763347691;0.379205214316851;0.0536168541385304;1.42781383128897;0.0660990540657415;21.2786548329684;122.111595911261;0.794197580256618;2.50810676544969;0.282773220645101;9.4329976895616;5;0.055700;0.869906;0.780397;0.522406;0.373626;0.475699;0.256662;0.002797;0.090627;0.016662;0.075558;0;3.520040;111
red;9.68179654435136;0.400119559434999;0.0166987548359187;1.61300993320898;0.0599568627971505;30.1709251644691;60.5932782824078;0.798112273918054;3.62805169975172;0.572682638549967;7.43166048243702;6;0.258017;0.972972;0.937256;0.595882;0.284429;0.015831;0.204802;0.000967;0.031590;0.280241;0.054688;0;3.636675;127
red;9.11100649807954;0.436658645763499;0.170332577720963;2.03367415368427;0.107140101783672;7.4091937310449;46.1712727128889;0.800338716474387;2.23720347354716;0.759072269046088;6.58530697680644;6;0.258017;0.148446;0.027473;0.559144;0.320108;0.705081;0.602401;0.001510;0.059555;0.016662;0.104149;0;2.802546;37
red;7.52729121106755;0.333892558126306;0.0402443477826288;3.24002991949917;0.0898177408394559;23.20150256504;105.071796285749;0.801545047629243;4.48239049661637;0.406131592957382;13.8034052702321;5;0.369418;0.531261;0.905884;0.522406;0.355786;0.311855;0.204802;0.002766;0.087519;0.129625;0.066028;0;3.487350;106
white;8.38149767807722;0.133217529617713;0.148076833440035;4.8576875994552;0.0211674447886929;20.1221109393727;74.6945025613409;0.802913517029805;2.64095843161865;0.383832138702038;6.13615663866012;6;0.571735;0.263816;0.090217;0.249091;0.643213;0.015831;0.023289;0.001324;0.027446;0.454014;0.029274;0;2.369250;258
red;5.34331176203407;0.31597834318094;0.0620163452293149;3.20296697512232;0.0667686978009433;18.6403872571314;70.4513673181296;0.80408265733851;3.1579114622465;0.731433295028111;14.3974361708655;5;1.199171;0.236788;0.749025;0.504037;0.498501;0.508468;0.585114;0.002113;0.002588;0.110798;0.046967;0;4.443570;254
white;6.40067145418266;0.20342221571332;0.165504217004791;2.03341582948118;0.0507813872113147;30.9410679858527;84.0732739779847;0.808207979974543;2.20114051727908;0.525225937829232;13.7756486805293;6;0.571735;0.087132;0.121589;0.706096;0.108034;0.081369;0.184153;0.001807;0.028483;0.054316;0.000683;0;1.945397;81
red;10.0661578749781;0.639106294463454;0.016926653125683;2.45709867855934;0.064962133328012;13.7164625463403;63.1188374405097;0.808455465421557;1.60201720762347;0.463720087393936;5.25310314606312;5;0.885453;0.707945;0.905884;0.246871;0.427144;0.115243;0.602401;0.001228;0.061625;0.115126;0.123210;0;4.192130;206
red;10.5425675993727;0.569525249189071;0.210311762555579;4.26087559811543;0.0553662982569256;33.2836122314706;58.3375356298018;0.808750435118383;1.85404032271619;0.552082574758868;11.9762794351114;5;0.885453;0.207341;0.529422;0.320347;0.855287;0.049705;0.187515;0.003179;0.024339;0.091971;0.132740;0;3.287299;72
red;7.52365836898599;0.427338929473783;0.183592765052923;2.54976459130587;0.0538318583062612;38.7028121474148;93.8436246021076;0.8109357634903;1.99049675238798;0.770517627328327;15.7917109687231;6;0.258017;0.266235;0.247076;0.540775;0.391465;0.115243;0.420888;0.001791;0.118591;0.110798;0.057865;0;2.528744;24
red;7.89856705523727;0.336600069012934;0.283796239421755;2.68974289899005;0.128067046820284;23.559698424652;56.5340177276693;0.811081653927267;4.43349172143046;0.759715472700255;5.99938541997995;5;0.571735;0.560709;0.184333;0.632620;0.801769;0.475699;0.377671;0.001007;0.021232;0.073143;0.104149;0;3.804067;149
white;8.45999800331996;0.151804754685746;0.631244219656999;3.64727876482222;0.0393779346707461;30.6513044208198;119.437312028133;0.811602620829201;2.17352291045673;0.560061699784408;12.1457111606583;6;0.258017;0.234369;0.537218;0.081550;0.500499;0.048600;0.075150;0.001103;0.006732;0.016662;0.029274;0;1.789174;45
white;7.45112141573022;0.246313974238086;0.497942516997162;11.3300091560458;0.0472180638845138;73.1968634339794;121.631077191468;0.812784710540881;1.80635163693487;0.555793083657295;8.15487977800762;6;0.369418;0.146027;0.066641;0.432781;0.357785;0.605669;0.106362;0.000731;0.002588;0.246916;0.019744;0;2.354662;244
white;8.74748182915902;0.422182800516961;0.362378647657619;7.38062042792463;0.0161973799371874;24.8307360535283;123.10900244232;0.813367149567912;2.71479201026717;0.526947172541395;9.91973901687498;7;0.055700;0.707945;0.152961;0.065401;0.429142;0.310750;0.019927;0.003838;0.015017;0.002164;0.238941;0;2.001786;106
red;11.0624783895999;0.341021793365072;0.19671183842335;2.39887603925542;0.0700358848605691;18.6455928500971;76.7323887972704;0.814918632220545;3.29005738455228;0.395620925911833;5.19339554560056;6;0.885453;0.855182;0.152961;0.632620;0.480661;0.442930;0.213445;0.001470;0.012947;0.091971;0.066028;0;3.835668;155
red;9.62268731789553;0.38574229346527;0.441912798439371;3.21048204798564;0.0380653319891341;14.1463587772234;116.101759749734;0.817903345402765;3.09497550817223;0.71120798654289;5.4782955168573;5;0.258017;0.325130;0.129385;0.083770;0.320108;0.606774;0.248019;0.003118;0.034697;0.562648;0.000683;0;2.572349;27
red;4.5409635629429;0.323583971695529;0.421666103484431;11.4245629135365;0.0541298987911995;35.5074563107559;35.6402273984315;0.818004379463964;2.33370038048249;0.383641874140656;8.74259107715329;6;1.310572;0.207341;0.027473;0.616470;0.498501;0.148012;0.611044;0.003561;0.050233;0.204933;0.037437;0;3.715577;137
red;4.86868317865742;0.593013260805158;0.0298649419577555;3.55311615150778;0.0949427800704799;21.269344333881;58.5147644764936;0.819455201233797;2.94946057195015;0.424780084921525;12.9579494558679;5;0.055700;1.149656;0.937256;0.540775;0.355786;0.475699;0.636974;0.002515;0.068876;0.020991;0.113680;0;4.357908;243
white;8.46404791569928;0.366100562647451;0.425556289788211;9.58588097193117;0.0246158013442112;14.6965715124748;86.7431838317543;0.821522899950679;3.35665333250059;0.393553726988175;12.5014742263477;4;0.571735;0.325130;0.003897;0.304198;0.215070;0.442930;0.011284;0.001510;0.031590;0.228089;0.008846;0;2.144279;156
white;7.78507027325077;0.136595737688571;0.429174363067149;0.883634939241231;0.0287714260101695;42.3377504080624;116.457811539911;0.822888569032866;4.28687055917513;0.588241378169285;10.9042748158518;6;0.258017;0.528842;0.098013;0.724465;0.357785;0.049705;0.066506;0.001284;0.016054;0.039818;0.027907;0;2.168396;168
red;7.31471259282231;0.531997081932003;0.407270758486705;1.97371809681611;0.111345292039231;28.5339607640079;67.6986966857437;0.828354706898946;3.0214682386054;0.338495444292168;12.0713557326416;6;0.258017;0.177893;0.058845;0.687727;0.427144;0.081369;0.317167;0.002214;0.059555;0.223760;0.094619;0;2.388310;21
red;6.17008300834985;0.253815441839685;0.628749956283681;2.9059186909031;0.0884099448757078;29.9044183269117;41.1043540435982;0.828966705015906;4.97245370128453;1.09535427330418;9.9478957552218;7;0.055700;0.060104;0.443103;0.614251;0.320108;0.213549;0.619688;0.000645;0.056447;0.600302;0.048335;0;3.032232;52
white;8.45216003756824;0.101967875779536;0.346622196961582;1.16506620106361;0.0445941801918839;23.3975263720988;156.338675592546;0.829348979594911;1.88368876586965;0.348437432554462;8.80294913384295;6;0.571735;0.440500;0.058845;0.742834;0.016840;0.081369;0.166866;0.001706;0.030553;0.058645;0.085089;0;2.254982;207
white;8.30115187688321;0.29707540058998;0.178544880718056;8.66193380630051;0.045597989118189;26.8463648783369;188.939390495409;0.830058594941608;2.42259592724067;0.755713056990313;11.2223797161442;6;0.055700;0.352158;0.121589;0.322567;0.070358;0.343519;0.140935;0.001204;0.042982;0.110798;0.076926;0;1.638736;21
red;6.81393378947252;0.713360887117591;0.00807767197962129;2.01244005918548;0.0813193838012106;31.8109606368422;58.4987504871737;0.832499953138328;2.00306931908901;0.504957138477837;10.0885348725875;6;0.369418;0.737393;0.968628;0.577513;0.427144;0.115243;0.628331;0.000806;0.062662;0.091971;0.019744;0;3.998853;176
red;10.9197547668305;0.447784094418469;0.234133656782978;5.39828755829374;0.108256248688712;39.8651296319237;80.7045272271536;0.832578190544919;1.71527917341372;0.543933901808274;12.5250566985001;5;1.199171;0.236788;0.215704;0.283609;0.855287;0.082474;0.222089;0.003159;0.021232;0.073143;0.132740;0;3.325396;81
red;7.91998853899871;0.444782062817245;0.21301919069452;2.30510100227689;0.0909163545429406;4.55821283938071;52.2130478976536;0.833500556376435;2.37107221507481;0.331245238240586;17.8211146667236;6;2.251726;0.001209;0.152961;0.485668;0.195233;0.737849;0.619688;0.000862;0.002588;0.054316;0.143638;0;4.645738;292
white;4.25838838337793;0.224377293950948;0.358117409505744;3.30782107091655;0.0185562779988905;19.2757122011555;121.097283300471;0.836209241175322;1.81175692871154;0.303752163702439;7.44441778336921;7;0.055700;0.322711;0.223500;0.577513;0.411303;0.049705;0.118367;0.003918;0.012947;0.016662;0.172229;0;1.964555;90
red;3.90754675673084;0.292322899072715;0.135737215111555;2.29392308225399;0.0552460422856062;14.6341622422361;37.0555387462971;0.837549290688176;2.55927252206187;0.966920187283319;7.03010126713688;6;0.258017;0.501814;0.435307;0.614251;0.248751;0.606774;0.757983;0.002998;0.093734;0.374377;0.094619;0;3.988625;175
white;7.45444921038958;0.222829970128322;0.325306949420456;9.7824649027783;0.0332083350451324;23.4549831403227;75.3509048042159;0.83775262018457;1.72130169304524;0.316762034926462;5.73680271926034;5;0.571735;0.469947;0.058845;0.616470;0.141715;0.148012;0.109724;0.001409;0.086483;0.054316;0.113680;0;2.372336;260
white;8.5889008604055;0.285897605780403;0.279384699146527;6.30811992516444;0.0328090983649828;24.2533710760507;115.015767865361;0.838260234901227;2.46167405537706;0.739222848579088;8.9437715542472;6;0.055700;0.352158;0.121589;0.322567;0.070358;0.343519;0.140935;0.001204;0.042982;0.110798;0.076926;0;1.638736;20
red;4.29843802581305;0.347449387299492;0.411142248587079;2.07080608275592;0.0554273922808815;30.1806227659935;40.0531543016008;0.838375897951117;4.21862580712422;0.850283186927556;12.4794481519481;5;1.199171;0.148446;0.027473;0.577513;0.462822;0.246318;0.386314;0.003520;0.093734;0.223760;0.075558;0;3.444629;93
red;10.4238639463636;0.676342048183844;0.443601907026018;2.13829858112199;0.035277958873785;44.9644818665968;78.6895151563297;0.839969530017381;2.65910796054414;1.21467313459129;14.0009298918194;6;0.258017;0.531261;0.003897;0.614251;0.248751;0.671207;0.394958;0.000520;0.037804;0.543821;0.229411;0;3.533898;112
red;4.50987080207896;0.511042427675594;0.0881752788113231;1.72601622660144;0.0951749091396744;18.6174525533499;117.943720755133;0.844307094922982;3.9223143847188;0.542313841934907;10.7477254905101;5;0.055700;0.825735;0.811769;0.504037;0.373626;0.508468;0.265306;0.002777;0.090627;0.016662;0.094619;0;3.549326;117
white;7.26642151983721;0.490139328474779;0.171374079639283;6.93931646569255;0.0495152945877415;27.7331025124064;104.740539928648;0.849335011055375;2.97840405292768;0.616038579031168;6.09429952800861;6;0.885453;0.028237;0.121589;0.099919;0.250749;0.311855;0.339735;0.000852;0.044019;0.073143;0.038805;0;2.194356;181
red;4.11555124628204;0.603357859392497;0.595098659256879;3.13136461785746;0.118590743478511;9.36106136152404;19.1757960320869;0.849998294289735;5.12216508609275;0.57995576813999;6.8620372157809;6;0.885453;0.531261;0.317615;0.577513;0.552019;0.737849;0.671548;0.002515;0.112377;0.148452;0.000683;0;4.537285;267
white;7.97025162108678;0.354219168280338;0.381845680372114;3.50630962951487;0.0211119965681277;28.0647805031621;116.98206577617;0.851819904650384;2.12017621027834;0.499439141690878;8.6618432255983;7;0.369418;0.030657;0.152961;0.430561;0.393463;0.082474;0.158222;0.005024;0.012947;0.284570;0.248472;0;2.168769;169
red;5.27387968183034;0.701498865322266;0.092938184651215;2.49657079588554;0.0757356011266346;5.65316107768074;17.485280537853;0.857910764502835;2.39019694716006;0.244331907851725;10.3748548475428;5;0.258017;0.442919;0.686281;0.522406;0.213072;0.868924;0.878991;0.000927;0.025375;0.115126;0.000683;0;4.012721;180
red;7.38409915999843;0.703623750183657;0.14450064807855;2.17414249513566;0.0973909357680839;14.6284722244595;64.5278653823881;0.858351955112247;2.57727898796282;0.683733631426913;8.09716491021463;6;2.140326;0.560709;0.247076;0.632620;0.284429;0.508468;0.092437;0.001309;0.016054;0.016662;0.104149;0;4.604239;283
white;10.0702149744949;0.176346413473018;0.433444890675516;5.46589759207757;0.0294863963831538;40.6605242242962;155.035866712177;0.859632375559713;3.18287745882948;0.567546058253774;14.0779573866591;8;0.683136;0.499395;0.129385;0.175615;0.018838;0.376288;0.063144;0.001525;0.033660;0.058645;0.048335;0;2.087966;136
white;8.11627828867643;0.268186836406481;0.39431112624962;3.14224076392349;0.0238558685418959;27.3684529866224;100.926231062249;0.860353907652063;3.8824891664955;0.248761581548563;6.58794128981748;7;0.055700;0.381605;0.121589;0.504037;0.411303;0.245213;0.187515;0.003968;0.070947;0.190435;0.124577;0;2.296889;219
white;10.2229516349202;0.0882499682981933;0.336635164588817;3.79319622591177;0.0252362066012927;31.8432511310476;98.0565264749443;0.862497127100494;4.82791618155195;0.284614228342055;13.0121880504683;6;0.369418;0.573013;0.035269;0.155026;0.108034;0.081369;0.132292;0.000500;0.019161;0.246916;0.085089;0;1.806087;50
red;11.6745167658961;0.35253310902116;0.163041300153346;1.57398504638274;0.0656209211820408;24.4654055402769;98.2181154740065;0.86377673990182;4.6893381416736;0.608676846017902;7.00162875549586;5;1.826608;0.472367;0.466679;0.706096;0.462822;0.311855;0.118367;0.001309;0.053340;0.096299;0.094619;0;4.610361;286
white;5.33314236752638;0.373856163479515;0.152354217520195;3.2044936718494;0.0188281859801166;36.733315688174;67.3001903692683;0.866235621687198;1.70149483114325;0.577168627176162;19.6709091266039;7;0.258017;0.177893;0.184333;0.001109;0.714571;0.148012;0.222089;0.005215;0.117555;0.016662;0.258002;0;2.103458;143
red;4.39616687378004;0.317829469196007;0.130540491727934;1.77818707289608;0.107815981435831;39.3731348882558;60.3849607699152;0.867430431817635;4.34144957321283;0.50528364454819;4.68512695522796;5;0.885453;0.796287;0.372563;0.687727;0.355786;0.179675;0.481392;0.000243;0.036768;0.246916;0.113680;0;4.156490;201
white;5.06175678987702;0.254921673642465;0.177052714346356;8.00565549255094;0.0345178058748592;25.0212232098154;102.135328885704;0.868469818866932;1.64482011026987;0.545338033604246;6.20861374765817;6;0.683136;0.411053;0.066641;0.047032;0.375624;0.048600;0.282593;0.001907;0.008803;0.133954;0.095986;0;2.155329;160
red;6.18454951218054;0.30738552278415;0.282518583238425;2.78538764571007;0.0636066956919451;3.848626876439;32.7566563212376;0.870709697016043;1.74611224347154;0.283923915011645;12.3576431033649;5;0.258017;0.118999;0.341192;0.632620;0.427144;0.770618;0.697479;0.001409;0.034697;0.115126;0.094619;0;3.491920;107
white;8.05570172790018;0.171787440655099;0.205412436483167;1.44144006135508;0.0312701367443144;22.1531867934518;74.6793421202754;0.872429122845124;2.96866750292041;0.495760527353609;5.84456254765455;6;0.369418;0.263816;0.058845;0.559144;0.250749;0.180780;0.054501;0.000701;0.065769;0.148452;0.000683;0;1.952858;86
red;8.94830522402382;0.317846174570691;0.36047617671316;4.87853317608837;0.122240638522169;13.5027293242305;81.1441888805531;0.875520154735648;2.82253683718221;0.391867130226734;12.0361568762823;6;0.683136;0.707945;0.121589;0.118288;0.516340;0.606774;0.403601;0.001641;0.031590;0.317896;0.048335;0;3.557135;121
white;9.41489903918241;0.219186682457275;0.279089675404117;4.89969676130509;0.027281694679248;35.5437621196179;108.566149340243;0.878791009846596;2.97931780492978;0.349415084822264;16.8707742972559;7;0.683136;0.030657;0.058845;0.193984;0.500499;0.115243;0.248019;0.001103;0.056447;0.209262;0.086456;0;2.183651;176
white;9.19790096676926;0.173538598042191;0.238796759907862;8.8937151519935;0.0294611444226996;18.1335109619771;89.3983012163193;0.879353058273935;4.47178943932503;0.410649294145043;10.0949846080739;6;0.055700;0.057684;0.058845;0.515441;0.643213;0.541237;0.101080;0.001083;0.070947;0.171608;0.086456;0;2.303294;222
white;7.99674170194498;0.277685887146962;0.159817768974228;7.29045488062569;0.0171766867521876;39.0630726294342;140.9991333482;0.882116238672817;4.14429452738563;0.525156123006869;8.18627151442466;7;0.683136;0.057684;0.027473;0.175615;0.446981;0.245213;0.006002;0.002360;0.050233;0.091971;0.162699;0;1.949367;83
white;7.5538234277883;0.509436889443623;0.263801512950309;6.59364053558495;0.0279467439331465;22.6889061641202;176.346969746415;0.884424884828718;4.4113139762375;0.260462785233001;10.7843454420384;7;0.369418;0.001209;0.027473;0.044812;0.429142;0.179675;0.210083;0.003053;0.040911;0.115126;0.172229;0;1.593131;14
red;4.05742410127743;0.48043917441569;0.104583555398643;7.15326217130868;0.112543213124088;43.108348103826;127.124769050839;0.885018432865582;3.19997715989641;0.364319012821696;9.50291017171958;5;0.885453;1.267445;0.372563;0.487888;0.748251;0.016937;0.204802;0.004244;0.005696;0.091971;0.123210;0;4.208460;213
red;6.7256897043787;0.437665826475545;0.110470009976144;10.145987403117;0.106265227156017;28.3373483230687;97.2403886591581;0.88590093275302;3.22032888189625;1.01868889264834;10.4329077507195;5;0.885453;0.914077;0.435307;0.285829;0.569858;0.115243;0.187515;0.004476;0.050233;0.449685;0.104149;0;4.001825;179
white;6.73304831655037;0.191941026530658;0.226270087978009;10.3106239827589;0.0379912322901246;26.1917299229739;180.656090492484;0.887611888265361;4.03258129453702;0.610459871041291;8.29738792355396;6;0.055700;0.116579;0.058845;0.487888;0.108034;0.310750;0.624969;0.001832;0.021232;0.077472;0.132740;0;1.996041;103
red;7.45117724197602;0.555348110711302;0.129615487353318;1.56700890915563;0.0425123184963993;21.1251494067335;48.9889148210514;0.889656563197646;1.78578050199195;0.625902724206426;8.24339608191423;5;0.258017;0.722669;0.435307;0.559144;0.391465;0.508468;0.481392;0.001691;0.028483;0.016662;0.066028;0;3.469326;100
white;6.18336412589284;0.42669780041802;0.269903280601342;7.73226662036289;0.0272848111389208;16.8673605706999;137.942480880044;0.892641578681608;1.94871518434984;0.485788022943135;7.43104298846289;4;0.258017;0.442919;0.003897;0.044812;0.232910;0.410162;0.101080;0.000505;0.006732;0.152781;0.019744;0;1.673559;27
