type;fixed_acidity;volatile_acidity;citric_acid;residual_sugar;chlorides;free_sulfur_dioxide;total_sulfur_dioxide;density;pH;sulphates;alcohol;quality;random_num;rnum
red;6.3000000000;0.3900000000;0.1600000000;1.4000000000;0.0800000000;11.0000000000;23.0000000000;0.9955000000;3.3400000000;0.5600000000;9.3000000000;5;252673659,841379;400
white;6.3000000000;0.2800000000;0.3000000000;3.1000000000;0.0390000000;24.0000000000;115.0000000000;0.9942000000;3.0500000000;0.4300000000;8.6000000000;5;3369568,0076396;17
white;6.3000000000;0.4100000000;0.3000000000;3.2000000000;0.0300000000;49.0000000000;164.0000000000;0.9927000000;3.5300000000;0.7900000000;11.7000000000;7;14832931,0436788;77
white;6.3000000000;0.2500000000;0.2300000000;14.9000000000;0.0390000000;47.0000000000;142.0000000000;0.9970500000;3.1400000000;0.3500000000;9.7000000000;6;121031,4254669;2
red;6.3000000000;0.6000000000;0.1000000000;1.6000000000;0.0480000000;12.0000000000;26.0000000000;0.9930600000;3.5500000000;0.5100000000;12.1000000000;5;299610682,08191;465
white;6.3000000000;0.2200000000;0.2200000000;5.6000000000;0.0390000000;31.0000000000;128.0000000000;0.9929600000;3.1200000000;0.4600000000;10.4000000000;6;92631774,2196795;471
white;6.3000000000;0.4000000000;0.3200000000;10.6000000000;0.0490000000;38.0000000000;209.0000000000;0.9981000000;3.4700000000;0.5900000000;9.3000000000;6;91234624,5442567;462
white;6.3000000000;0.3300000000;0.2000000000;5.8000000000;0.0400000000;24.0000000000;144.0000000000;0.9942500000;3.1500000000;0.6300000000;9.9000000000;5;90653694,8430386;458
white;6.3000000000;0.3400000000;0.1900000000;5.8000000000;0.0410000000;22.0000000000;145.0000000000;0.9943000000;3.1500000000;0.6300000000;9.9000000000;5;89922493,4463427;454
white;6.3000000000;0.2900000000;0.2800000000;4.7000000000;0.0590000000;28.0000000000;81.0000000000;0.9903600000;3.2400000000;0.5600000000;12.7000000000;8;87049669,1648168;438
white;6.3000000000;0.2600000000;0.2900000000;2.2000000000;0.0430000000;35.0000000000;175.0000000000;0.9918000000;3.3800000000;0.4300000000;11.6000000000;6;41550435,3270214;197
white;6.3000000000;0.3050000000;0.2200000000;16.0000000000;0.0610000000;26.0000000000;141.0000000000;0.9982400000;3.0800000000;0.5000000000;9.1000000000;5;42536665,9135496;202
white;6.3000000000;0.2700000000;0.3700000000;7.9000000000;0.0470000000;58.0000000000;215.0000000000;0.9954200000;3.1900000000;0.4800000000;9.5000000000;6;20261019,5548891;106
white;6.3000000000;0.2550000000;0.3700000000;1.1000000000;0.0400000000;37.0000000000;114.0000000000;0.9905000000;3.0000000000;0.3900000000;10.9000000000;6;51996508,1678224;245
white;6.3000000000;0.2600000000;0.4900000000;1.5000000000;0.0520000000;34.0000000000;134.0000000000;0.9924000000;2.9900000000;0.6100000000;9.8000000000;6;61151851,7040574;296
white;6.3000000000;0.3000000000;0.4800000000;7.4000000000;0.0530000000;34.0000000000;149.0000000000;0.9947200000;3.1800000000;0.5300000000;9.8000000000;5;67514137,3424726;337
white;6.3000000000;0.2800000000;0.2900000000;6.8000000000;0.0510000000;40.0000000000;143.0000000000;0.9937400000;3.4300000000;0.5900000000;11.0000000000;6;69441418,1935578;349
white;6.3000000000;0.4100000000;0.2200000000;7.3000000000;0.0350000000;23.0000000000;117.0000000000;0.9917200000;3.2000000000;0.3900000000;11.9400000000;7;73815128,4496301;370
white;6.3000000000;0.2700000000;0.4600000000;11.1000000000;0.0530000000;44.0000000000;177.0000000000;0.9969100000;3.1800000000;0.6700000000;9.4000000000;5;63688659,9137776;311
white;6.3000000000;0.2900000000;0.1400000000;7.0500000000;0.0450000000;50.0000000000;177.0000000000;0.9956400000;3.2300000000;0.4200000000;9.0000000000;5;66503530,7838733;331
white;6.4000000000;0.3000000000;0.2700000000;5.0000000000;0.0580000000;27.0000000000;151.0000000000;0.9919800000;3.2200000000;0.4900000000;12.2000000000;6;63610702,1585607;310
white;6.4000000000;0.2900000000;0.2400000000;3.2000000000;0.0370000000;31.0000000000;95.0000000000;0.9894200000;2.9000000000;0.6600000000;12.6000000000;7;64447807,0420704;316
white;6.4000000000;0.2200000000;0.3800000000;9.1000000000;0.0440000000;35.0000000000;127.0000000000;0.9932600000;2.9700000000;0.3000000000;11.0000000000;7;64589973,9026217;317
white;6.4000000000;0.3400000000;0.2000000000;14.9000000000;0.0600000000;37.0000000000;162.0000000000;0.9983000000;3.1300000000;0.4500000000;9.0000000000;4;62392834,4119444;305
white;6.4000000000;0.2900000000;0.5700000000;1.0000000000;0.0600000000;15.0000000000;120.0000000000;0.9924000000;3.0600000000;0.4100000000;9.5000000000;5;68931318,8356988;341
white;6.4000000000;0.1700000000;0.2700000000;9.9000000000;0.0470000000;26.0000000000;101.0000000000;0.9959600000;3.3400000000;0.5000000000;9.9000000000;6;61092620,51802;294
white;6.4000000000;0.2200000000;0.3400000000;1.4000000000;0.0230000000;56.0000000000;115.0000000000;0.9895800000;3.1800000000;0.7000000000;11.7000000000;6;59029048,9863282;285
white;6.4000000000;0.1400000000;0.3100000000;1.2000000000;0.0340000000;53.0000000000;138.0000000000;0.9908400000;3.3800000000;0.3500000000;11.5000000000;7;56326134,2686237;270
white;6.4000000000;0.2200000000;0.3200000000;7.2000000000;0.0280000000;15.0000000000;83.0000000000;0.9930000000;3.1300000000;0.5500000000;10.9000000000;8;19275337,051711;101
white;6.4000000000;0.2000000000;0.3200000000;3.1000000000;0.0410000000;18.0000000000;126.0000000000;0.9914000000;3.4300000000;0.4200000000;12.0000000000;6;21333875,2504111;111
white;6.4000000000;0.2300000000;0.3500000000;10.3000000000;0.0420000000;54.0000000000;140.0000000000;0.9967000000;3.2300000000;0.4700000000;9.2000000000;5;25222093,0887003;132
white;6.4000000000;0.1600000000;0.2200000000;1.4000000000;0.0400000000;41.0000000000;149.0000000000;0.9933000000;3.4900000000;0.5800000000;10.0000000000;6;34270523,1187618;170
white;6.4000000000;0.1300000000;0.2800000000;0.9000000000;0.0450000000;32.0000000000;87.0000000000;0.9917500000;3.4700000000;0.5200000000;11.2000000000;6;81445399,5633967;412
white;6.4000000000;0.1700000000;0.3000000000;2.8000000000;0.0340000000;33.0000000000;125.0000000000;0.9915200000;3.0300000000;0.4900000000;10.4000000000;6;77984853,9105922;398
white;6.4000000000;0.3800000000;0.2400000000;7.2000000000;0.0470000000;41.0000000000;151.0000000000;0.9960400000;3.1100000000;0.6000000000;9.2000000000;5;87760017,3171761;444
white;6.4000000000;0.1400000000;0.3100000000;1.2000000000;0.0340000000;53.0000000000;138.0000000000;0.9908400000;3.3800000000;0.3500000000;11.5000000000;7;89445678,1612238;451
white;6.4000000000;0.2900000000;0.2100000000;9.6500000000;0.0410000000;36.0000000000;119.0000000000;0.9933400000;2.9900000000;0.3400000000;10.9333333300;6;95194663,6531514;482
white;6.4000000000;0.1300000000;0.4700000000;1.6000000000;0.0920000000;40.0000000000;158.0000000000;0.9928000000;3.2100000000;0.3600000000;9.8000000000;6;904693,2928982;5
white;6.4000000000;0.2000000000;0.1500000000;6.6000000000;0.0460000000;26.0000000000;113.0000000000;0.9940800000;2.9900000000;0.5800000000;9.9000000000;6;13990566,5157856;70
white;6.4000000000;0.2800000000;0.2800000000;3.0000000000;0.0400000000;19.0000000000;98.0000000000;0.9921600000;3.2500000000;0.4700000000;11.1000000000;6;13284713,8576165;65
white;6.4000000000;0.2200000000;0.3000000000;11.2000000000;0.0460000000;53.0000000000;149.0000000000;0.9947900000;3.2100000000;0.3400000000;10.8000000000;5;5373204,7390697;25
white;6.4000000000;0.1600000000;0.3100000000;5.3000000000;0.0430000000;42.0000000000;157.0000000000;0.9945500000;3.3500000000;0.4700000000;10.5000000000;5;4222621,7906743;21
white;6.4000000000;0.2100000000;0.3000000000;5.6000000000;0.0440000000;43.0000000000;160.0000000000;0.9949000000;3.6000000000;0.4100000000;10.6000000000;6;7847247,3934855;38
red;6.4000000000;0.6300000000;0.2100000000;1.6000000000;0.0800000000;12.0000000000;32.0000000000;0.9968900000;3.5800000000;0.6600000000;9.8000000000;5;237659838,474764;369
red;6.4000000000;0.5700000000;0.0200000000;1.8000000000;0.0670000000;4.0000000000;11.0000000000;0.9970000000;3.4600000000;0.6800000000;9.5000000000;5;228984008,730881;360
red;6.4000000000;0.6700000000;0.0800000000;2.1000000000;0.0450000000;19.0000000000;48.0000000000;0.9949000000;3.4900000000;0.4900000000;11.4000000000;6;186985565,323743;303
red;6.4000000000;0.3100000000;0.0900000000;1.4000000000;0.0660000000;15.0000000000;28.0000000000;0.9945900000;3.4200000000;0.7000000000;10.0000000000;7;190683097,187989;307
red;6.4000000000;0.6400000000;0.2100000000;1.8000000000;0.0810000000;14.0000000000;31.0000000000;0.9968900000;3.5900000000;0.6600000000;9.8000000000;5;95004913,1926596;168
red;6.4000000000;0.3600000000;0.5300000000;2.2000000000;0.2300000000;19.0000000000;35.0000000000;0.9934000000;3.3700000000;0.9300000000;12.4000000000;6;107827616,534868;193
red;6.4000000000;0.6400000000;0.2100000000;1.8000000000;0.0810000000;14.0000000000;31.0000000000;0.9968900000;3.5900000000;0.6600000000;9.8000000000;5;137552579,423099;232
white;6.4500000000;0.1400000000;0.4200000000;1.2000000000;0.0500000000;51.0000000000;129.0000000000;0.9911600000;3.2700000000;0.6900000000;11.1000000000;7;78748604,1008355;404
white;6.5000000000;0.2200000000;0.5000000000;16.4000000000;0.0480000000;36.0000000000;182.0000000000;0.9990400000;3.0200000000;0.4900000000;8.8000000000;6;84172039,2586749;424
white;6.5000000000;0.2500000000;0.3200000000;9.9000000000;0.0450000000;41.0000000000;128.0000000000;0.9963600000;3.1800000000;0.5200000000;9.6000000000;6;86563675,2298136;431
white;6.5000000000;0.2900000000;0.5200000000;7.9000000000;0.0490000000;35.0000000000;192.0000000000;0.9955100000;3.1600000000;0.5100000000;9.5000000000;6;77817267,0653352;396
white;6.5000000000;0.2000000000;0.3500000000;3.9000000000;0.0400000000;27.0000000000;140.0000000000;0.9910200000;2.9800000000;0.5300000000;11.8000000000;6;80053985,438206;407
white;6.5000000000;0.2800000000;0.2600000000;8.8000000000;0.0400000000;44.0000000000;139.0000000000;0.9956000000;3.3200000000;0.3700000000;10.2000000000;6;78191786,8073927;401
white;6.5000000000;0.3700000000;0.3000000000;2.2000000000;0.0330000000;39.0000000000;107.0000000000;0.9889400000;3.2200000000;0.5300000000;13.5000000000;7;78238846,0727094;402
white;6.5000000000;0.3100000000;0.1400000000;7.5000000000;0.0440000000;34.0000000000;133.0000000000;0.9955000000;3.2200000000;0.5000000000;9.5000000000;5;94859982,6322928;476
white;6.5000000000;0.1700000000;0.3300000000;1.4000000000;0.0280000000;14.0000000000;99.0000000000;0.9928000000;3.2300000000;0.5500000000;10.1000000000;6;97191044,4502049;492
white;6.5000000000;0.2200000000;0.7200000000;6.8000000000;0.0420000000;33.0000000000;168.0000000000;0.9958000000;3.1200000000;0.3600000000;9.2000000000;6;97807573,0264854;494
white;6.5000000000;0.2000000000;0.2400000000;9.2000000000;0.0440000000;25.0000000000;150.0000000000;0.9950200000;3.2200000000;0.4400000000;10.5000000000;5;96326741,6871461;487
white;6.5000000000;0.3300000000;0.7200000000;1.1000000000;0.0610000000;7.0000000000;151.0000000000;0.9930000000;3.0900000000;0.5700000000;9.5000000000;4;32811351,5491307;164
white;6.5000000000;0.4400000000;0.4700000000;5.4500000000;0.0140000000;44.0000000000;137.0000000000;0.9898400000;3.1300000000;0.3200000000;13.0000000000;8;35623933,2282756;177
white;6.5000000000;0.5000000000;0.2200000000;4.1000000000;0.0360000000;35.0000000000;131.0000000000;0.9902000000;3.2600000000;0.5500000000;13.0000000000;7;43229977,8472484;206
white;6.5000000000;0.3700000000;0.3300000000;3.9000000000;0.0270000000;40.0000000000;130.0000000000;0.9906000000;3.2800000000;0.3900000000;12.7000000000;7;25408264,010779;133
white;6.5000000000;0.2200000000;0.3200000000;2.2000000000;0.0280000000;36.0000000000;92.0000000000;0.9907600000;3.2700000000;0.5900000000;11.9000000000;7;22444745,6718199;119
white;6.5000000000;0.3600000000;0.3600000000;6.7000000000;0.1850000000;51.5000000000;151.0000000000;0.9952800000;3.1700000000;0.4200000000;9.3000000000;5;29180238,3530879;146
white;6.5000000000;0.3500000000;0.3600000000;0.8000000000;0.0340000000;32.0000000000;111.0000000000;0.9894200000;3.1100000000;0.5000000000;12.1000000000;8;16976506,4463397;93
white;6.5000000000;0.2500000000;0.2700000000;15.2000000000;0.0490000000;75.0000000000;217.0000000000;0.9972000000;3.1900000000;0.3900000000;9.9000000000;5;60147141,8145;290
white;6.5000000000;0.2900000000;0.2600000000;7.0000000000;0.0400000000;18.0000000000;113.0000000000;0.9936600000;3.1700000000;0.3800000000;10.2000000000;6;50755723,8316492;242
white;6.5000000000;0.2200000000;0.2800000000;3.7000000000;0.0590000000;29.0000000000;151.0000000000;0.9917700000;3.2300000000;0.4100000000;12.1000000000;7;50569490,5109563;239
white;6.5000000000;0.2200000000;0.1900000000;1.1000000000;0.0640000000;36.0000000000;191.0000000000;0.9929700000;3.0500000000;0.5000000000;9.5000000000;6;70371371,2836745;354
white;6.5000000000;0.3600000000;0.3100000000;4.1000000000;0.0610000000;20.0000000000;134.0000000000;0.9947500000;3.1800000000;0.4500000000;9.0000000000;6;72298116,6242647;363
white;6.5000000000;0.3000000000;0.3200000000;2.0000000000;0.0440000000;34.0000000000;90.0000000000;0.9918500000;3.3700000000;0.6800000000;11.0000000000;7;65140485,6764012;321
red;6.5000000000;0.9000000000;0.0000000000;1.6000000000;0.0520000000;9.0000000000;17.0000000000;0.9946700000;3.5000000000;0.6300000000;10.9000000000;6;146324716,771386;246
white;6.5000000000;0.3000000000;0.2800000000;11.4500000000;0.0410000000;29.0000000000;109.0000000000;0.9941800000;2.9800000000;0.3000000000;10.9000000000;6;8309118,6761648;43
white;6.5000000000;0.1800000000;0.2900000000;1.7000000000;0.0350000000;39.0000000000;144.0000000000;0.9927000000;3.4900000000;0.5000000000;10.5000000000;6;8008299,1480583;40
white;6.5000000000;0.1600000000;0.3300000000;1.0000000000;0.0270000000;23.0000000000;75.0000000000;0.9908000000;3.3000000000;0.3900000000;11.4000000000;7;5552734,3996878;27
white;6.5000000000;0.3900000000;0.8100000000;1.2000000000;0.2170000000;14.0000000000;74.0000000000;0.9936000000;3.0800000000;0.5300000000;9.5000000000;5;4657108,9292845;22
white;6.5000000000;0.3800000000;0.5300000000;1.4000000000;0.1420000000;5.0000000000;69.0000000000;0.9926000000;3.1400000000;0.5200000000;10.1000000000;4;11594870,4437722;58
white;6.5000000000;0.2300000000;0.2000000000;7.5000000000;0.0500000000;44.0000000000;179.0000000000;0.9950400000;3.1800000000;0.4800000000;9.5333333330;5;13013698,5153552;64
white;6.5000000000;0.3500000000;0.2800000000;12.4000000000;0.0510000000;86.0000000000;213.0000000000;0.9962000000;3.1600000000;0.5100000000;9.9000000000;6;10872973,8911729;56
red;6.5000000000;0.6700000000;0.0000000000;4.3000000000;0.0570000000;11.0000000000;20.0000000000;0.9948800000;3.4500000000;0.5600000000;11.8000000000;4;282333341,206302;444
red;6.6000000000;0.5800000000;0.0200000000;2.4000000000;0.0690000000;19.0000000000;40.0000000000;0.9938700000;3.3800000000;0.6600000000;12.6000000000;6;277164709,392564;436
red;6.6000000000;0.6100000000;0.0100000000;1.9000000000;0.0800000000;8.0000000000;25.0000000000;0.9974600000;3.6900000000;0.7300000000;10.5000000000;5;293987237,013817;457
white;6.6000000000;0.2700000000;0.2500000000;1.2000000000;0.0330000000;36.0000000000;111.0000000000;0.9891800000;3.1600000000;0.3700000000;12.4000000000;6;1126683,3478342;7
white;6.6000000000;0.3500000000;0.3400000000;4.9000000000;0.0320000000;9.0000000000;125.0000000000;0.9925300000;3.3200000000;0.8100000000;12.0000000000;5;5629457,6867984;28
red;6.6000000000;0.7350000000;0.0200000000;7.9000000000;0.1220000000;68.0000000000;124.0000000000;0.9994000000;3.4700000000;0.5300000000;9.9000000000;5;206190458,996635;326
red;6.6000000000;0.5200000000;0.0800000000;2.4000000000;0.0700000000;13.0000000000;26.0000000000;0.9935800000;3.4000000000;0.7200000000;12.5000000000;7;274743225,463418;429
red;6.6000000000;0.8000000000;0.0300000000;7.8000000000;0.0790000000;6.0000000000;12.0000000000;0.9963000000;3.5200000000;0.5000000000;12.2000000000;5;161039008,026035;269
red;6.6000000000;0.9600000000;0.0000000000;1.8000000000;0.0820000000;5.0000000000;16.0000000000;0.9936000000;3.5000000000;0.4400000000;11.9000000000;6;168293979,880728;284
red;6.6000000000;0.8550000000;0.0200000000;2.4000000000;0.0620000000;15.0000000000;23.0000000000;0.9962700000;3.5400000000;0.6000000000;11.0000000000;6;113472827,077784;202
red;6.6000000000;0.5000000000;0.0000000000;1.8000000000;0.0620000000;21.0000000000;28.0000000000;0.9935200000;3.4400000000;0.5500000000;12.3000000000;6;115373328,213168;204
red;6.6000000000;0.3900000000;0.4900000000;1.7000000000;0.0700000000;23.0000000000;149.0000000000;0.9922000000;3.1200000000;0.5000000000;11.5000000000;6;116862720,735508;206
red;6.6000000000;0.6600000000;0.0000000000;3.0000000000;0.1150000000;21.0000000000;31.0000000000;0.9962900000;3.4500000000;0.6300000000;10.3000000000;5;25304211,0619714;48
red;6.6000000000;0.4400000000;0.1500000000;2.1000000000;0.0760000000;22.0000000000;53.0000000000;0.9957000000;3.3200000000;0.6200000000;9.3000000000;5;46026945,437343;88
red;6.6000000000;0.6950000000;0.0000000000;2.1000000000;0.0750000000;12.0000000000;56.0000000000;0.9968000000;3.4900000000;0.6700000000;9.2000000000;5;70465391,0941123;128
white;6.6000000000;0.3200000000;0.4700000000;15.6000000000;0.0630000000;27.0000000000;173.0000000000;0.9987200000;3.1800000000;0.5600000000;9.0000000000;5;65197903,1116751;322
white;6.6000000000;0.2300000000;0.3000000000;4.6000000000;0.0600000000;29.0000000000;154.0000000000;0.9914200000;3.2300000000;0.4900000000;12.2000000000;8;62290513,2575115;303
white;6.6000000000;0.3250000000;0.4900000000;7.7000000000;0.0490000000;53.0000000000;217.0000000000;0.9960000000;3.1600000000;0.4000000000;9.3000000000;5;62590597,5064253;307
white;6.6000000000;0.3900000000;0.3900000000;11.9000000000;0.0570000000;51.0000000000;221.0000000000;0.9985100000;3.2600000000;0.5100000000;8.9000000000;6;63701907,9777626;312
white;6.6000000000;0.4200000000;0.1300000000;12.8000000000;0.0440000000;26.0000000000;158.0000000000;0.9977200000;3.2400000000;0.4700000000;9.0000000000;5;73517032,5744673;369
white;6.6000000000;0.2400000000;0.2800000000;1.8000000000;0.0280000000;39.0000000000;132.0000000000;0.9918200000;3.3400000000;0.4600000000;11.4000000000;5;69290838,6959607;344
white;6.6000000000;0.2400000000;0.3800000000;8.0000000000;0.0420000000;56.0000000000;187.0000000000;0.9957700000;3.2100000000;0.4600000000;9.2000000000;5;49034200,082582;233
white;6.6000000000;0.3800000000;0.1500000000;4.6000000000;0.0440000000;25.0000000000;78.0000000000;0.9931000000;3.1100000000;0.3800000000;10.2000000000;6;52907382,6488168;253
white;6.6000000000;0.3600000000;0.2900000000;1.6000000000;0.0210000000;24.0000000000;85.0000000000;0.9896500000;3.4100000000;0.6100000000;12.4000000000;9;57702190,4184791;278
white;6.6000000000;0.2400000000;0.3300000000;10.1000000000;0.0320000000;8.0000000000;81.0000000000;0.9962600000;3.1900000000;0.5100000000;9.8000000000;6;61160452,9339297;297
white;6.6000000000;0.2300000000;0.3000000000;14.9000000000;0.0510000000;33.0000000000;118.0000000000;0.9983500000;3.0400000000;0.5400000000;9.0000000000;6;57029710,7743584;275
white;6.6000000000;0.1600000000;0.2100000000;6.7000000000;0.0550000000;43.0000000000;157.0000000000;0.9938400000;3.1500000000;0.5200000000;10.8000000000;6;15996759,7277527;86
white;6.6000000000;0.3400000000;0.3400000000;2.6000000000;0.0510000000;40.5000000000;210.0000000000;0.9931400000;3.1500000000;0.6100000000;10.0000000000;5;27384951,5257942;138
white;6.6000000000;0.3900000000;0.3900000000;11.9000000000;0.0570000000;51.0000000000;221.0000000000;0.9985100000;3.2600000000;0.5100000000;8.9000000000;6;24110201,9377219;130
white;6.6000000000;0.2300000000;0.2900000000;14.4500000000;0.0570000000;29.0000000000;144.0000000000;0.9975600000;3.3300000000;0.5400000000;10.2000000000;6;40846236,2321286;194
white;6.6000000000;0.2500000000;0.3900000000;1.4500000000;0.0400000000;40.0000000000;89.0000000000;0.9911000000;3.3500000000;0.4000000000;11.4000000000;7;38586985,4402734;190
white;6.6000000000;0.3200000000;0.3600000000;8.0000000000;0.0470000000;57.0000000000;168.0000000000;0.9949000000;3.1500000000;0.4600000000;9.6000000000;5;44079660,7081324;211
white;6.6000000000;0.1800000000;0.2800000000;1.7000000000;0.0410000000;53.0000000000;161.0000000000;0.9920700000;3.1300000000;0.4500000000;10.2000000000;6;95279546,7232219;483
white;6.6000000000;0.3200000000;0.3300000000;2.5000000000;0.0520000000;40.0000000000;219.5000000000;0.9931600000;3.1500000000;0.6000000000;10.0000000000;5;88824906,0135164;448
white;6.6000000000;0.2200000000;0.2300000000;17.3000000000;0.0470000000;37.0000000000;118.0000000000;0.9990600000;3.0800000000;0.4600000000;8.8000000000;6;89301473,5668237;449
white;6.6000000000;0.1600000000;0.4000000000;1.5000000000;0.0440000000;48.0000000000;143.0000000000;0.9912000000;3.5400000000;0.5200000000;12.4000000000;7;90206663,2546677;455
white;6.6000000000;0.2300000000;0.1800000000;8.5000000000;0.0440000000;59.0000000000;188.0000000000;0.9955800000;3.1600000000;0.4900000000;9.5000000000;5;90553266,1361289;456
white;6.6000000000;0.1600000000;0.5700000000;1.1000000000;0.1300000000;58.0000000000;140.0000000000;0.9927000000;3.1200000000;0.3900000000;9.3000000000;7;94709608,491329;475
white;6.6000000000;0.2200000000;0.2300000000;17.3000000000;0.0470000000;37.0000000000;118.0000000000;0.9990600000;3.0800000000;0.4600000000;8.8000000000;6;76892253,2446276;390
white;6.6000000000;0.2300000000;0.2600000000;1.3000000000;0.0450000000;16.0000000000;128.0000000000;0.9934000000;3.3600000000;0.6000000000;10.0000000000;6;85170667,6116543;428
white;6.6000000000;0.2600000000;0.4600000000;6.9000000000;0.0470000000;59.0000000000;183.0000000000;0.9959400000;3.2000000000;0.4500000000;9.3000000000;5;86857549,8852919;434
white;6.6000000000;0.9050000000;0.1900000000;0.8000000000;0.0480000000;17.0000000000;204.0000000000;0.9934000000;3.3400000000;0.5600000000;10.0000000000;5;86923230,9459956;435
white;6.6000000000;0.3400000000;0.2800000000;1.3000000000;0.0350000000;32.0000000000;90.0000000000;0.9916000000;3.1000000000;0.4200000000;10.7000000000;6;80643056,295932;410
white;6.7000000000;0.2700000000;0.3300000000;3.6000000000;0.0340000000;9.0000000000;45.0000000000;0.9914400000;3.0800000000;0.4000000000;10.5000000000;6;74504845,9437542;377
white;6.7000000000;0.2400000000;0.3500000000;13.1000000000;0.0500000000;64.0000000000;205.0000000000;0.9970000000;3.1500000000;0.5000000000;9.5000000000;5;95910004,6259693;485
white;6.7000000000;0.2200000000;0.3300000000;1.2000000000;0.0360000000;36.0000000000;86.0000000000;0.9905800000;3.1000000000;0.7600000000;11.4000000000;6;46907770,3289871;227
white;6.7000000000;0.4100000000;0.2700000000;2.6000000000;0.0330000000;25.0000000000;85.0000000000;0.9908600000;3.0500000000;0.3400000000;11.7000000000;6;39282572,1294227;191
white;6.7000000000;0.4400000000;0.2200000000;4.3000000000;0.0320000000;19.0000000000;99.0000000000;0.9901500000;3.2600000000;0.5300000000;12.8000000000;7;38310769,5926137;189
white;6.7000000000;0.1050000000;0.3200000000;12.4000000000;0.0510000000;34.0000000000;106.0000000000;0.9980000000;3.5400000000;0.4500000000;9.2000000000;6;42929618,3925063;204
white;6.7000000000;0.3500000000;0.4800000000;8.8000000000;0.0560000000;35.0000000000;167.0000000000;0.9962800000;3.0400000000;0.4700000000;9.4000000000;5;31530220,4552803;159
white;6.7000000000;0.2400000000;0.3100000000;2.3000000000;0.0440000000;37.0000000000;113.0000000000;0.9901300000;3.2900000000;0.4600000000;12.9000000000;6;23261755,8732507;125
white;6.7000000000;0.4200000000;0.4600000000;9.7000000000;0.0540000000;67.0000000000;234.0000000000;0.9984800000;3.2300000000;0.5000000000;9.0000000000;5;30165637,2685343;150
white;6.7000000000;0.2400000000;0.3900000000;2.9000000000;0.1730000000;63.0000000000;157.0000000000;0.9937000000;3.1000000000;0.3400000000;9.4000000000;6;15212203,7906254;80
white;6.7000000000;0.4100000000;0.2700000000;2.6000000000;0.0330000000;25.0000000000;85.0000000000;0.9908600000;3.0500000000;0.3400000000;11.7000000000;6;21559416,9040822;114
white;6.7000000000;0.1200000000;0.3000000000;5.2000000000;0.0480000000;38.0000000000;113.0000000000;0.9935200000;3.3300000000;0.4400000000;10.1000000000;7;21317099,3364173;110
white;6.7000000000;0.2800000000;0.3400000000;8.9000000000;0.0480000000;32.0000000000;111.0000000000;0.9945500000;3.2500000000;0.5400000000;11.0000000000;7;58288905,4956884;280
white;6.7000000000;0.1600000000;0.3400000000;1.6000000000;0.0260000000;27.0000000000;109.0000000000;0.9934000000;3.3400000000;0.5800000000;10.1000000000;6;52647133,3958115;251
white;6.7000000000;0.1900000000;0.3200000000;3.7000000000;0.0410000000;26.0000000000;76.0000000000;0.9917300000;2.9000000000;0.5700000000;10.5000000000;7;53954394,1421888;259
white;6.7000000000;0.2800000000;0.3100000000;7.4000000000;0.0410000000;7.0000000000;81.0000000000;0.9925400000;3.0400000000;0.4700000000;11.4000000000;8;69104888,9629995;342
white;6.7000000000;0.2100000000;0.4900000000;1.4000000000;0.0470000000;30.0000000000;114.0000000000;0.9914000000;2.9200000000;0.4200000000;10.8000000000;7;69345532,0126296;346
white;6.7000000000;0.1600000000;0.3200000000;12.5000000000;0.0350000000;18.0000000000;156.0000000000;0.9966600000;2.8800000000;0.3600000000;9.0000000000;6;72403955,8498191;366
white;6.7000000000;0.3100000000;0.3000000000;2.4000000000;0.0380000000;30.0000000000;83.0000000000;0.9886700000;3.0900000000;0.3600000000;12.8000000000;7;70573183,7688202;357
red;6.7000000000;0.4200000000;0.2700000000;8.6000000000;0.0680000000;24.0000000000;148.0000000000;0.9948000000;3.1600000000;0.5700000000;11.3000000000;6;30957251,2339857;61
red;6.7000000000;0.7600000000;0.0200000000;1.8000000000;0.0780000000;6.0000000000;12.0000000000;0.9960000000;3.5500000000;0.6300000000;9.9500000000;3;3751381,402639;5
red;6.7000000000;0.5800000000;0.0800000000;1.8000000000;0.0970000000;15.0000000000;65.0000000000;0.9959000000;3.2800000000;0.5400000000;9.2000000000;5;15010261,385977;28
red;6.7000000000;0.6700000000;0.0200000000;1.9000000000;0.0610000000;26.0000000000;42.0000000000;0.9948900000;3.3900000000;0.8200000000;10.9000000000;6;145274832,613455;243
red;6.7000000000;0.1600000000;0.6400000000;2.1000000000;0.0590000000;24.0000000000;52.0000000000;0.9949400000;3.3400000000;0.7100000000;11.2000000000;6;130829195,798276;224
red;6.7000000000;0.6750000000;0.0700000000;2.4000000000;0.0890000000;17.0000000000;82.0000000000;0.9958000000;3.3500000000;0.5400000000;10.1000000000;5;245296804,866702;379
red;6.7000000000;0.4800000000;0.0800000000;2.1000000000;0.0640000000;18.0000000000;34.0000000000;0.9955200000;3.3300000000;0.6400000000;9.7000000000;5;218649556,300674;340
red;6.7000000000;0.4100000000;0.4300000000;2.8000000000;0.0760000000;22.0000000000;54.0000000000;0.9957200000;3.4200000000;1.1600000000;10.6000000000;6;219642080,765333;346
white;6.7000000000;0.2400000000;0.4600000000;2.2000000000;0.0330000000;19.0000000000;111.0000000000;0.9904500000;3.1000000000;0.6200000000;11.9000000000;6;5748020,641714;30
