type;fixed_acidity;volatile_acidity;citric_acid;residual_sugar;chlorides;free_sulfur_dioxide;total_sulfur_dioxide;density;pH;sulphates;alcohol
red;7.7000000000;0.2600000000;0.2600000000;2.0000000000;0.0520000000;19.0000000000;77.0000000000;0.9951000000;3.1500000000;0.7900000000;10.9000000000
red;9.0000000000;0.5300000000;0.4900000000;1.9000000000;0.1710000000;6.0000000000;25.0000000000;0.9975000000;3.2700000000;0.6100000000;9.4000000000
red;7.5000000000;0.5500000000;0.2400000000;2.0000000000;0.0780000000;10.0000000000;28.0000000000;0.9983000000;3.4500000000;0.7800000000;9.5000000000
red;8.6000000000;0.6350000000;0.6800000000;1.8000000000;0.4030000000;19.0000000000;56.0000000000;0.9963200000;3.0200000000;1.1500000000;9.3000000000
red;6.9000000000;0.5400000000;0.3000000000;2.2000000000;0.0880000000;9.0000000000;105.0000000000;0.9972500000;3.2500000000;1.1800000000;10.5000000000
red;5.6000000000;0.6150000000;0.0000000000;1.6000000000;0.0890000000;16.0000000000;59.0000000000;0.9943000000;3.5800000000;0.5200000000;9.9000000000
red;8.7000000000;0.2900000000;0.5200000000;1.6000000000;0.1130000000;12.0000000000;37.0000000000;0.9969000000;3.2500000000;0.5800000000;9.5000000000
red;6.9000000000;0.5500000000;0.1500000000;2.2000000000;0.0760000000;19.0000000000;40.0000000000;0.9961000000;3.4100000000;0.5900000000;10.1000000000
red;10.0000000000;0.4900000000;0.2000000000;11.0000000000;0.0710000000;13.0000000000;50.0000000000;1.0015000000;3.1600000000;0.6900000000;9.2000000000
red;8.2000000000;0.8850000000;0.2000000000;1.4000000000;0.0860000000;7.0000000000;31.0000000000;0.9946000000;3.1100000000;0.4600000000;10.0000000000
red;7.1000000000;0.5300000000;0.0700000000;1.7000000000;0.0710000000;15.0000000000;24.0000000000;0.9951000000;3.2900000000;0.6600000000;10.8000000000
red;8.3000000000;0.7600000000;0.2900000000;4.2000000000;0.0750000000;12.0000000000;16.0000000000;0.9965000000;3.4500000000;0.6800000000;11.5000000000
red;7.7000000000;0.7150000000;0.0100000000;2.1000000000;0.0640000000;31.0000000000;43.0000000000;0.9937100000;3.4100000000;0.5700000000;11.8000000000
red;7.0000000000;0.6850000000;0.0000000000;1.9000000000;0.0990000000;9.0000000000;22.0000000000;0.9960600000;3.3400000000;0.6000000000;9.7000000000
red;9.1000000000;0.2800000000;0.4600000000;9.0000000000;0.1140000000;3.0000000000;9.0000000000;0.9990100000;3.1800000000;0.6000000000;10.9000000000
red;7.5000000000;0.4900000000;0.1900000000;1.9000000000;0.0760000000;10.0000000000;44.0000000000;0.9957000000;3.3900000000;0.5400000000;9.7000000000
red;7.6000000000;0.9500000000;0.0300000000;2.0000000000;0.0900000000;7.0000000000;20.0000000000;0.9959000000;3.2000000000;0.5600000000;9.6000000000
red;10.5000000000;0.3600000000;0.4700000000;2.2000000000;0.0740000000;9.0000000000;23.0000000000;0.9963800000;3.2300000000;0.7600000000;12.0000000000
red;11.5000000000;0.3100000000;0.5100000000;2.2000000000;0.0790000000;14.0000000000;28.0000000000;0.9982000000;3.0300000000;0.9300000000;9.8000000000
red;8.6000000000;0.5200000000;0.3800000000;1.5000000000;0.0960000000;5.0000000000;18.0000000000;0.9966600000;3.2000000000;0.5200000000;9.4000000000
red;11.8000000000;0.3800000000;0.5500000000;2.1000000000;0.0710000000;5.0000000000;19.0000000000;0.9986000000;3.1100000000;0.6200000000;10.8000000000
red;7.9000000000;0.3300000000;0.2300000000;1.7000000000;0.0770000000;18.0000000000;45.0000000000;0.9962500000;3.2900000000;0.6500000000;9.3000000000
red;8.8000000000;0.2700000000;0.4600000000;2.1000000000;0.0950000000;20.0000000000;29.0000000000;0.9948800000;3.2600000000;0.5600000000;11.3000000000
red;7.8000000000;0.6300000000;0.4800000000;1.7000000000;0.1000000000;14.0000000000;96.0000000000;0.9961000000;3.1900000000;0.6200000000;9.5000000000
red;9.3000000000;0.4000000000;0.4900000000;2.5000000000;0.0850000000;38.0000000000;142.0000000000;0.9978000000;3.2200000000;0.5500000000;9.4000000000
white;7.0000000000;0.2200000000;0.2800000000;10.6000000000;0.0390000000;32.0000000000;117.0000000000;0.9935500000;3.0500000000;0.5500000000;11.5000000000
white;7.6000000000;0.2600000000;0.4700000000;1.6000000000;0.0680000000;5.0000000000;55.0000000000;0.9944000000;3.1000000000;0.4500000000;9.6000000000
white;6.8000000000;0.1900000000;0.3300000000;1.3000000000;0.0310000000;22.0000000000;87.0000000000;0.9898700000;3.0800000000;0.6200000000;12.3000000000
white;7.5000000000;0.3000000000;0.2100000000;6.5500000000;0.0260000000;33.0000000000;143.0000000000;0.9924400000;2.9200000000;0.3500000000;11.1000000000
white;5.6000000000;0.2200000000;0.3200000000;1.2000000000;0.0240000000;29.0000000000;97.0000000000;0.9882300000;3.2000000000;0.4600000000;13.0500000000
white;7.3000000000;0.1800000000;0.6500000000;1.4000000000;0.0460000000;28.0000000000;157.0000000000;0.9946000000;3.3300000000;0.6200000000;9.4000000000
white;6.6000000000;0.3700000000;0.4700000000;6.5000000000;0.0610000000;23.0000000000;150.0000000000;0.9954000000;3.1400000000;0.4500000000;9.6000000000
white;7.5000000000;0.1800000000;0.3100000000;6.5000000000;0.0290000000;53.0000000000;160.0000000000;0.9927600000;3.0300000000;0.3800000000;10.9000000000
white;7.0000000000;0.1700000000;0.3700000000;5.7000000000;0.0250000000;29.0000000000;111.0000000000;0.9938000000;3.2000000000;0.4900000000;10.8000000000
white;6.8000000000;0.2600000000;0.2200000000;4.8000000000;0.0410000000;110.0000000000;198.0000000000;0.9943700000;3.2900000000;0.6700000000;10.6000000000
white;6.5000000000;0.2600000000;0.5000000000;8.0000000000;0.0510000000;46.0000000000;197.0000000000;0.9953600000;3.1800000000;0.4700000000;9.5000000000
white;7.8000000000;0.2700000000;0.3300000000;2.4000000000;0.0530000000;36.0000000000;175.0000000000;0.9920000000;3.2000000000;0.5500000000;11.0000000000
white;5.7000000000;0.3850000000;0.0400000000;12.6000000000;0.0340000000;22.0000000000;115.0000000000;0.9964000000;3.2800000000;0.6300000000;9.9000000000
white;6.2000000000;0.6600000000;0.4800000000;1.2000000000;0.0290000000;29.0000000000;75.0000000000;0.9892000000;3.3300000000;0.3900000000;12.8000000000
white;6.6000000000;0.1700000000;0.2600000000;7.4000000000;0.0520000000;45.0000000000;128.0000000000;0.9938800000;3.1600000000;0.3700000000;10.0000000000
white;7.2000000000;0.2000000000;0.3000000000;2.0000000000;0.0390000000;43.0000000000;188.0000000000;0.9911000000;3.3000000000;0.4100000000;12.0000000000
white;7.3000000000;0.2300000000;0.3400000000;9.3000000000;0.0520000000;19.0000000000;86.0000000000;0.9957400000;3.0400000000;0.5600000000;10.0000000000
white;6.6000000000;0.3600000000;0.2400000000;0.9000000000;0.0380000000;15.0000000000;72.0000000000;0.9906600000;3.2300000000;0.3900000000;11.0000000000
white;5.8000000000;0.2800000000;0.3000000000;1.5000000000;0.0260000000;31.0000000000;114.0000000000;0.9895200000;3.3200000000;0.6000000000;12.5000000000
white;7.8000000000;0.2000000000;0.2000000000;1.4000000000;0.0360000000;25.0000000000;83.0000000000;0.9908800000;3.0300000000;0.4600000000;11.7000000000
white;6.6000000000;0.5450000000;0.0400000000;2.5000000000;0.0310000000;48.0000000000;111.0000000000;0.9906000000;3.1400000000;0.3200000000;11.9000000000
white;6.6000000000;0.5600000000;0.1600000000;3.1000000000;0.0450000000;28.0000000000;92.0000000000;0.9940000000;3.1200000000;0.3500000000;9.1000000000
white;6.4000000000;0.2600000000;0.2100000000;8.2000000000;0.0500000000;51.0000000000;182.0000000000;0.9954200000;3.2300000000;0.4800000000;9.5000000000
white;5.8000000000;0.3200000000;0.2000000000;2.6000000000;0.0270000000;17.0000000000;123.0000000000;0.9893600000;3.3600000000;0.7800000000;13.9000000000
white;7.5000000000;0.2000000000;0.4700000000;16.9000000000;0.0520000000;51.0000000000;188.0000000000;0.9994400000;3.0900000000;0.6200000000;9.3000000000
white;6.3000000000;0.2000000000;0.3000000000;5.9000000000;0.0340000000;35.0000000000;152.0000000000;0.9964200000;3.4700000000;0.4000000000;8.5000000000
white;6.5000000000;0.2000000000;0.3100000000;2.1000000000;0.0330000000;32.0000000000;95.0000000000;0.9894350000;2.9600000000;0.6100000000;12.0000000000
white;6.6000000000;0.2200000000;0.3700000000;1.6000000000;0.0400000000;31.0000000000;101.0000000000;0.9900900000;3.1500000000;0.6600000000;12.0000000000
white;6.8000000000;0.2700000000;0.3200000000;1.5000000000;0.0440000000;19.0000000000;142.0000000000;0.9921000000;3.1000000000;0.4300000000;9.9000000000
white;6.9000000000;0.2800000000;0.2700000000;2.1000000000;0.0360000000;42.0000000000;121.0000000000;0.9926000000;3.4200000000;0.4900000000;10.8000000000
white;5.6000000000;0.3500000000;0.3700000000;1.0000000000;0.0380000000;6.0000000000;72.0000000000;0.9902000000;3.3700000000;0.3400000000;11.4000000000
white;9.2000000000;0.1900000000;0.4200000000;2.0000000000;0.0470000000;16.0000000000;104.0000000000;0.9951700000;3.0900000000;0.6600000000;10.0000000000
white;7.1000000000;0.3400000000;0.8600000000;1.4000000000;0.1740000000;36.0000000000;99.0000000000;0.9928800000;2.9200000000;0.5000000000;9.3000000000
white;6.3000000000;0.3300000000;0.2000000000;5.8000000000;0.0400000000;24.0000000000;144.0000000000;0.9942500000;3.1500000000;0.6300000000;9.9000000000
white;7.0000000000;0.4600000000;0.2000000000;16.7000000000;0.0460000000;50.0000000000;184.0000000000;0.9989800000;3.0800000000;0.5600000000;9.4000000000
white;7.2000000000;0.2300000000;0.3900000000;14.2000000000;0.0580000000;49.0000000000;192.0000000000;0.9979000000;2.9800000000;0.4800000000;9.0000000000
white;7.4000000000;0.2000000000;0.3100000000;1.6000000000;0.0380000000;34.0000000000;116.0000000000;0.9912000000;3.2500000000;0.3900000000;12.0000000000
white;6.6000000000;0.3100000000;0.3800000000;16.0500000000;0.0580000000;16.0000000000;165.0000000000;0.9997000000;3.3800000000;0.6000000000;9.2000000000
white;5.0000000000;0.2900000000;0.5400000000;5.7000000000;0.0350000000;54.0000000000;155.0000000000;0.9897600000;3.2700000000;0.3400000000;12.9000000000
white;5.2000000000;0.1850000000;0.2200000000;1.0000000000;0.0300000000;47.0000000000;123.0000000000;0.9921800000;3.5500000000;0.4400000000;10.1500000000
white;5.8000000000;0.3200000000;0.2300000000;1.5000000000;0.0330000000;39.0000000000;121.0000000000;0.9887000000;2.9600000000;0.3500000000;12.0000000000
white;6.8000000000;0.2800000000;0.3900000000;1.4000000000;0.0360000000;15.0000000000;115.0000000000;0.9918000000;3.2700000000;0.7200000000;11.7000000000
white;6.4000000000;0.3200000000;0.2700000000;4.9000000000;0.0340000000;18.0000000000;122.0000000000;0.9916000000;3.3600000000;0.7100000000;12.5000000000
white;6.9000000000;0.2300000000;0.3200000000;16.4000000000;0.0450000000;62.0000000000;153.0000000000;0.9972000000;3.2200000000;0.4200000000;10.5000000000
white;5.9000000000;0.3500000000;0.4700000000;2.2000000000;0.1100000000;14.0000000000;138.0000000000;0.9932000000;3.0900000000;0.5000000000;9.1000000000
white;7.1000000000;0.2300000000;0.3900000000;13.7000000000;0.0580000000;26.0000000000;172.0000000000;0.9975500000;2.9000000000;0.4600000000;9.0000000000
white;6.4000000000;0.2400000000;0.5000000000;11.6000000000;0.0470000000;60.0000000000;211.0000000000;0.9966000000;3.1800000000;0.5700000000;9.3000000000
white;8.1000000000;0.3300000000;0.2200000000;5.2000000000;0.0470000000;24.0000000000;151.0000000000;0.9952700000;3.2200000000;0.4700000000;10.3000000000
white;8.0000000000;0.3400000000;0.4900000000;9.0000000000;0.0330000000;39.0000000000;180.0000000000;0.9936000000;3.1300000000;0.3800000000;12.3000000000
white;7.2000000000;0.1800000000;0.4500000000;4.4000000000;0.0460000000;57.0000000000;166.0000000000;0.9943000000;3.1300000000;0.6200000000;11.2000000000
white;6.0000000000;0.1700000000;0.3300000000;6.0000000000;0.0360000000;30.0000000000;111.0000000000;0.9936200000;3.3200000000;0.5800000000;10.1500000000
white;7.5000000000;0.2000000000;0.4900000000;1.3000000000;0.0310000000;8.0000000000;97.0000000000;0.9918000000;3.0600000000;0.6200000000;11.1000000000
white;7.2000000000;0.3700000000;0.1500000000;2.0000000000;0.0290000000;27.0000000000;87.0000000000;0.9903000000;3.3000000000;0.5900000000;12.6000000000
white;7.2000000000;0.3200000000;0.3000000000;8.2500000000;0.0200000000;14.0000000000;104.0000000000;0.9936200000;2.9900000000;0.4400000000;11.4000000000
white;7.0000000000;0.1600000000;0.3200000000;1.1000000000;0.0320000000;29.0000000000;80.0000000000;0.9897200000;3.2300000000;0.3600000000;12.1000000000
white;7.1000000000;0.4300000000;0.3000000000;6.6000000000;0.0250000000;15.0000000000;138.0000000000;0.9912600000;3.1800000000;0.4600000000;12.6000000000
white;7.2000000000;0.3200000000;0.4700000000;5.1000000000;0.0440000000;19.0000000000;65.0000000000;0.9910000000;3.0300000000;0.4100000000;12.6000000000
white;6.8000000000;0.4750000000;0.3300000000;3.9500000000;0.0470000000;16.0000000000;81.0000000000;0.9898800000;3.2300000000;0.5300000000;13.4000000000
white;6.3000000000;0.2700000000;0.2300000000;2.9000000000;0.0470000000;13.0000000000;100.0000000000;0.9936000000;3.2800000000;0.4300000000;9.8000000000
white;5.8000000000;0.2500000000;0.2800000000;11.1000000000;0.0560000000;45.0000000000;175.0000000000;0.9975500000;3.4200000000;0.4300000000;9.5000000000
white;6.1000000000;0.1700000000;0.2800000000;2.5000000000;0.0280000000;22.0000000000;98.0000000000;0.9907200000;3.1600000000;0.3700000000;11.1000000000
white;7.0000000000;0.1200000000;0.2800000000;6.3000000000;0.0570000000;17.0000000000;103.0000000000;0.9957000000;3.5000000000;0.4400000000;9.6000000000
white;7.6000000000;0.2500000000;1.2300000000;4.6000000000;0.0350000000;51.0000000000;294.0000000000;0.9901800000;3.0300000000;0.4300000000;13.1000000000
white;8.0000000000;0.3000000000;0.4900000000;9.4000000000;0.0460000000;47.0000000000;188.0000000000;0.9964000000;3.1400000000;0.4800000000;10.0000000000
white;5.8000000000;0.2000000000;0.3400000000;1.0000000000;0.0350000000;40.0000000000;86.0000000000;0.9899300000;3.5000000000;0.4200000000;11.7000000000
white;7.3000000000;0.3100000000;0.6900000000;10.2000000000;0.0410000000;58.0000000000;160.0000000000;0.9977000000;3.0600000000;0.4500000000;8.6000000000
white;6.1000000000;0.1250000000;0.2500000000;3.3000000000;0.0400000000;10.0000000000;69.0000000000;0.9934000000;3.5400000000;0.5900000000;10.1000000000
white;6.8000000000;0.2400000000;0.4900000000;19.3000000000;0.0570000000;55.0000000000;247.0000000000;1.0005500000;3.0000000000;0.5600000000;8.7000000000
white;7.7000000000;0.2000000000;0.4400000000;13.9000000000;0.0500000000;44.0000000000;130.0000000000;0.9985500000;3.1100000000;0.4800000000;10.0000000000
white;6.3000000000;0.2600000000;0.2500000000;5.2000000000;0.0460000000;11.0000000000;133.0000000000;0.9920200000;2.9700000000;0.6800000000;11.0000000000
white;8.2000000000;0.2600000000;0.4900000000;5.2000000000;0.0400000000;19.0000000000;100.0000000000;0.9941000000;3.1200000000;0.3400000000;10.1000000000
white;6.2000000000;0.2700000000;0.4300000000;7.8000000000;0.0560000000;48.0000000000;244.0000000000;0.9956000000;3.1000000000;0.5100000000;9.0000000000
white;6.4000000000;0.4400000000;0.2600000000;2.0000000000;0.0540000000;20.0000000000;180.0000000000;0.9952000000;3.5800000000;0.5700000000;10.0000000000
white;6.5000000000;0.2100000000;0.5100000000;17.6000000000;0.0450000000;34.0000000000;125.0000000000;0.9996600000;3.2000000000;0.4700000000;8.8000000000
white;7.5000000000;0.3100000000;0.2400000000;7.1000000000;0.0310000000;28.0000000000;141.0000000000;0.9939700000;3.1600000000;0.3800000000;10.6000000000
white;6.5000000000;0.1700000000;0.3100000000;1.5000000000;0.0410000000;34.0000000000;121.0000000000;0.9909200000;3.0600000000;0.4600000000;10.5000000000
white;7.4000000000;0.2000000000;0.3600000000;1.2000000000;0.0380000000;44.0000000000;111.0000000000;0.9926000000;3.3600000000;0.3400000000;9.9000000000
white;7.3000000000;0.2800000000;0.4300000000;1.7000000000;0.0800000000;21.0000000000;123.0000000000;0.9905000000;3.1900000000;0.4200000000;12.8000000000
white;7.3000000000;0.3200000000;0.3400000000;6.6000000000;0.0320000000;24.0000000000;112.0000000000;0.9950500000;3.2200000000;0.4600000000;9.8000000000
white;6.5000000000;0.3600000000;0.4900000000;2.9000000000;0.0300000000;16.0000000000;94.0000000000;0.9902000000;3.1000000000;0.4900000000;12.1000000000
white;7.4000000000;0.3100000000;0.2600000000;8.6000000000;0.0480000000;47.0000000000;206.0000000000;0.9964000000;3.2600000000;0.3600000000;9.1000000000
white;6.5000000000;0.2200000000;0.3100000000;3.9000000000;0.0460000000;17.0000000000;106.0000000000;0.9909800000;3.1500000000;0.3100000000;11.5000000000
white;7.9000000000;0.1700000000;0.3200000000;1.6000000000;0.0530000000;47.0000000000;150.0000000000;0.9948000000;3.2900000000;0.7600000000;9.6000000000
white;7.5000000000;0.2600000000;0.3100000000;1.6000000000;0.0320000000;36.0000000000;109.0000000000;0.9904400000;2.9700000000;0.4300000000;11.9000000000
white;6.5000000000;0.2200000000;0.2900000000;7.4000000000;0.0280000000;16.0000000000;87.0000000000;0.9931100000;3.1500000000;0.5600000000;10.9000000000
white;5.7000000000;0.4300000000;0.3000000000;5.7000000000;0.0390000000;24.0000000000;98.0000000000;0.9920000000;3.5400000000;0.6100000000;12.3000000000
white;6.7000000000;0.2400000000;0.3300000000;12.3000000000;0.0460000000;31.0000000000;145.0000000000;0.9983000000;3.3600000000;0.4000000000;9.5000000000
white;7.5000000000;0.2800000000;0.3300000000;7.7000000000;0.0480000000;42.0000000000;180.0000000000;0.9974000000;3.3700000000;0.5900000000;10.1000000000
white;6.7000000000;0.1900000000;0.3400000000;1.0000000000;0.0220000000;22.0000000000;94.0000000000;0.9912000000;3.2300000000;0.5700000000;11.1000000000
white;7.0000000000;0.1600000000;0.3200000000;8.3000000000;0.0450000000;38.0000000000;126.0000000000;0.9958000000;3.2100000000;0.3400000000;9.2000000000
white;6.8000000000;0.2200000000;0.3600000000;1.2000000000;0.0520000000;38.0000000000;127.0000000000;0.9933000000;3.0400000000;0.5400000000;9.2000000000
white;6.0000000000;0.2700000000;0.2800000000;4.8000000000;0.0630000000;31.0000000000;201.0000000000;0.9964000000;3.6900000000;0.7100000000;10.0000000000
white;7.8000000000;0.2800000000;0.2500000000;3.4000000000;0.0240000000;27.0000000000;99.0000000000;0.9895900000;2.9800000000;0.3700000000;13.0000000000
white;5.7000000000;0.4000000000;0.3500000000;5.1000000000;0.0260000000;17.0000000000;113.0000000000;0.9905200000;3.1800000000;0.6700000000;12.4000000000
white;6.8000000000;0.2500000000;0.2700000000;10.7000000000;0.0760000000;47.0000000000;154.0000000000;0.9967000000;3.0500000000;0.3800000000;9.0000000000
white;7.5000000000;0.2500000000;0.4700000000;4.1000000000;0.0410000000;95.0000000000;163.0000000000;0.9918400000;2.9200000000;0.5900000000;11.3000000000
white;6.3000000000;0.2800000000;0.4700000000;11.2000000000;0.0400000000;61.0000000000;183.0000000000;0.9959200000;3.1200000000;0.5100000000;9.5000000000
white;8.9000000000;0.3000000000;0.3500000000;4.6000000000;0.0320000000;32.0000000000;148.0000000000;0.9945800000;3.1500000000;0.4500000000;11.5000000000
white;5.5000000000;0.1500000000;0.3200000000;14.0000000000;0.0310000000;16.0000000000;99.0000000000;0.9943700000;3.2600000000;0.3800000000;11.5000000000
white;5.9000000000;0.4600000000;0.1400000000;2.7000000000;0.0420000000;27.0000000000;160.0000000000;0.9931000000;3.4600000000;0.5100000000;10.6000000000
white;7.3000000000;0.2700000000;0.3000000000;1.3000000000;0.0400000000;26.0000000000;84.0000000000;0.9922200000;3.2800000000;0.5300000000;10.7000000000
white;5.9000000000;0.3600000000;0.4100000000;1.3000000000;0.0470000000;45.0000000000;104.0000000000;0.9917000000;3.3300000000;0.5100000000;10.6000000000
white;5.7000000000;0.2500000000;0.2700000000;11.5000000000;0.0400000000;24.0000000000;120.0000000000;0.9941100000;3.3300000000;0.3100000000;10.8000000000
white;7.1000000000;0.3500000000;0.2700000000;3.1000000000;0.0340000000;28.0000000000;134.0000000000;0.9897000000;3.2600000000;0.3800000000;13.1000000000
white;8.1000000000;0.2800000000;0.4600000000;15.4000000000;0.0590000000;32.0000000000;177.0000000000;1.0004000000;3.2700000000;0.5800000000;9.0000000000
white;7.4000000000;0.2800000000;0.3600000000;14.6000000000;0.0480000000;35.0000000000;161.0000000000;0.9968000000;3.1400000000;0.5600000000;10.6000000000
white;6.6000000000;0.2700000000;0.4900000000;7.8000000000;0.0490000000;62.0000000000;217.0000000000;0.9959000000;3.1700000000;0.4500000000;9.4000000000
white;7.1000000000;0.0900000000;0.3000000000;6.2000000000;0.0320000000;24.0000000000;134.0000000000;0.9930000000;2.9900000000;0.3900000000;10.9000000000
white;7.4000000000;0.1050000000;0.3400000000;12.2000000000;0.0500000000;57.0000000000;146.0000000000;0.9973000000;3.1600000000;0.3700000000;9.0000000000
white;6.7000000000;0.1900000000;0.4100000000;15.6000000000;0.0560000000;75.0000000000;155.0000000000;0.9995000000;3.2000000000;0.4400000000;8.8000000000
white;7.0000000000;0.3900000000;0.3100000000;5.3000000000;0.1690000000;32.0000000000;162.0000000000;0.9965000000;3.2000000000;0.4800000000;9.4000000000
white;6.5000000000;0.2100000000;0.2800000000;1.4000000000;0.0460000000;26.0000000000;66.0000000000;0.9919900000;3.4300000000;0.4800000000;11.1000000000
white;6.7000000000;0.2100000000;0.4200000000;9.1000000000;0.0490000000;31.0000000000;150.0000000000;0.9953000000;3.1200000000;0.7400000000;9.9000000000
white;5.7000000000;0.3300000000;0.3200000000;1.4000000000;0.0430000000;28.0000000000;93.0000000000;0.9897000000;3.3100000000;0.5000000000;12.3000000000
white;8.0000000000;0.2000000000;0.3600000000;1.2000000000;0.0320000000;21.0000000000;78.0000000000;0.9921000000;3.0800000000;0.3700000000;10.4000000000
white;6.4000000000;0.1500000000;0.3600000000;1.8000000000;0.0340000000;43.0000000000;150.0000000000;0.9922000000;3.4200000000;0.6900000000;11.0000000000
white;5.6000000000;0.2600000000;0.5000000000;11.4000000000;0.0290000000;25.0000000000;93.0000000000;0.9942800000;3.2300000000;0.4900000000;10.5000000000
white;6.3000000000;0.2800000000;0.3000000000;3.1000000000;0.0390000000;24.0000000000;115.0000000000;0.9942000000;3.0500000000;0.4300000000;8.6000000000
white;6.1000000000;0.2200000000;0.5000000000;6.6000000000;0.0450000000;30.0000000000;122.0000000000;0.9941500000;3.2200000000;0.4900000000;9.9000000000
white;6.7000000000;0.2400000000;0.3600000000;8.4000000000;0.0420000000;42.0000000000;123.0000000000;0.9947300000;3.3400000000;0.5200000000;10.9000000000
white;5.2000000000;0.2800000000;0.2900000000;1.1000000000;0.0280000000;18.0000000000;69.0000000000;0.9916800000;3.2400000000;0.5400000000;10.0000000000
white;6.8000000000;0.2200000000;0.3700000000;1.7000000000;0.0360000000;38.0000000000;195.0000000000;0.9908000000;3.3500000000;0.7200000000;12.5000000000
white;9.8000000000;0.4200000000;0.4800000000;9.8500000000;0.0340000000;5.0000000000;110.0000000000;0.9958000000;2.8700000000;0.2900000000;10.0000000000
white;7.1000000000;0.3500000000;0.2400000000;15.4000000000;0.0550000000;46.0000000000;198.0000000000;0.9988000000;3.1200000000;0.4900000000;8.8000000000
white;6.8000000000;0.3900000000;0.3500000000;11.6000000000;0.0440000000;57.0000000000;220.0000000000;0.9977500000;3.0700000000;0.5300000000;9.3000000000
white;6.6000000000;0.3500000000;0.1900000000;10.5000000000;0.0600000000;15.0000000000;82.0000000000;0.9958800000;3.1300000000;0.3800000000;9.9000000000
white;8.6000000000;0.5500000000;0.3500000000;15.5500000000;0.0570000000;35.5000000000;366.5000000000;1.0001000000;3.0400000000;0.6300000000;11.0000000000
white;6.1000000000;0.3700000000;0.4600000000;12.0000000000;0.0420000000;61.0000000000;210.0000000000;0.9970000000;3.1700000000;0.5900000000;9.7000000000
white;7.7000000000;0.2800000000;0.2900000000;4.3000000000;0.0510000000;25.0000000000;142.0000000000;0.9939000000;3.1600000000;0.3900000000;10.2000000000
white;8.3000000000;0.1800000000;0.3700000000;1.2000000000;0.0490000000;6.0000000000;94.0000000000;0.9937000000;3.1800000000;0.5200000000;10.1000000000
white;5.9000000000;0.4000000000;0.3200000000;6.0000000000;0.0340000000;50.0000000000;127.0000000000;0.9920000000;3.5100000000;0.5800000000;12.5000000000
white;7.2000000000;0.2600000000;0.4400000000;7.1000000000;0.0270000000;25.0000000000;126.0000000000;0.9930000000;3.0200000000;0.3400000000;11.1000000000
white;6.3000000000;0.2900000000;0.4000000000;6.5000000000;0.0390000000;43.0000000000;167.0000000000;0.9953000000;3.1500000000;0.4400000000;9.3000000000
white;6.7000000000;0.2300000000;0.3900000000;2.5000000000;0.1720000000;63.0000000000;158.0000000000;0.9937000000;3.1100000000;0.3600000000;9.4000000000
white;7.3000000000;0.2200000000;0.4100000000;15.4000000000;0.0500000000;55.0000000000;191.0000000000;1.0000000000;3.3200000000;0.5900000000;8.9000000000
white;5.4000000000;0.3750000000;0.4000000000;3.3000000000;0.0540000000;29.0000000000;147.0000000000;0.9948200000;3.4200000000;0.5200000000;9.1000000000
white;5.8000000000;0.2400000000;0.2600000000;10.0500000000;0.0390000000;63.0000000000;162.0000000000;0.9937500000;3.3300000000;0.5000000000;11.2000000000
white;7.9000000000;0.2100000000;0.4000000000;1.2000000000;0.0390000000;38.0000000000;107.0000000000;0.9920000000;3.2100000000;0.5400000000;10.8000000000
white;6.3000000000;0.6950000000;0.5500000000;12.9000000000;0.0560000000;58.0000000000;252.0000000000;0.9980600000;3.2900000000;0.4900000000;8.7000000000
white;7.2000000000;0.5850000000;0.2000000000;10.4000000000;0.0860000000;17.0000000000;94.0000000000;0.9968100000;3.1300000000;0.4000000000;9.4000000000
white;7.6000000000;0.3200000000;0.3500000000;1.6000000000;0.0920000000;24.0000000000;138.0000000000;0.9943800000;3.1900000000;0.4400000000;9.8000000000
white;6.2000000000;0.2800000000;0.2700000000;10.3000000000;0.0300000000;26.0000000000;108.0000000000;0.9938800000;3.2000000000;0.3600000000;10.7000000000
white;8.4000000000;0.2000000000;0.3800000000;11.8000000000;0.0550000000;51.0000000000;170.0000000000;1.0004000000;3.3400000000;0.8200000000;8.9000000000
white;6.1000000000;0.3400000000;0.4600000000;4.7000000000;0.0290000000;21.0000000000;94.0000000000;0.9910000000;3.2900000000;0.6200000000;12.3000000000
white;7.1000000000;0.1400000000;0.3500000000;1.4000000000;0.0390000000;24.0000000000;128.0000000000;0.9921200000;2.9700000000;0.6800000000;10.4000000000
white;6.3000000000;0.3700000000;0.2800000000;6.3000000000;0.0340000000;45.0000000000;152.0000000000;0.9921000000;3.2900000000;0.4600000000;11.6000000000
white;6.4000000000;0.2400000000;0.4900000000;5.8000000000;0.0530000000;25.0000000000;120.0000000000;0.9942000000;3.0100000000;0.9800000000;10.5000000000
white;6.0000000000;0.3700000000;0.3200000000;1.0000000000;0.0530000000;31.0000000000;218.5000000000;0.9924000000;3.2900000000;0.7200000000;9.8000000000
white;5.7000000000;0.4500000000;0.4200000000;1.1000000000;0.0510000000;61.0000000000;197.0000000000;0.9932000000;3.0200000000;0.4000000000;9.0000000000
white;6.8000000000;0.3400000000;0.6900000000;1.3000000000;0.0580000000;12.0000000000;171.0000000000;0.9931000000;3.0600000000;0.4700000000;9.7000000000
white;5.8000000000;0.1400000000;0.1500000000;6.1000000000;0.0420000000;27.0000000000;123.0000000000;0.9936200000;3.0600000000;0.6000000000;9.9000000000
